Sample,Final_U238Pb206,Final_U238Pb206__2SE,Final_Pb207Pb206,Final_Pb207Pb206__2SE,238,207,,
2,5.679055132,0.072042557,0.075221602,0.001399262,1.268565903,1.860186386,0.036021279,0.000699631
2,5.061908769,0.103704455,0.090856818,0.001687059,2.048722325,1.856832582,0.051852228,0.00084353
2,16.56135059,0.614835031,0.088439068,0.001639579,3.712469147,1.853908049,0.307417516,0.00081979
2,8.570559954,0.455706596,0.074383795,0.001378728,5.317115783,1.853532749,0.227853298,0.000689364
2,4.950653471,0.150914391,0.102351814,0.001894297,3.048373147,1.850770324,0.075457196,0.000947149
2,4.330429228,0.124686895,0.089004125,0.001636632,2.879319542,1.838827133,0.062343448,0.000818316
2,9.839246147,0.337747494,0.075013441,0.001373133,3.432656211,1.830515947,0.168873747,0.000686567
2,3.300178442,0.101620917,0.101336136,0.001850194,3.079255222,1.825798844,0.050810459,0.000925097
2,4.887796787,0.175335971,0.090262627,0.001644349,3.587218918,1.82173847,0.087667986,0.000822175
2,4.035681835,0.163130761,0.102492882,0.001864916,4.042210652,1.819556601,0.081565381,0.000932458
2,3.699352109,0.079212205,0.103239013,0.001871468,2.14124535,1.812752704,0.039606103,0.000935734
2,5.288622841,0.172316636,0.08879074,0.001607836,3.258251556,1.810814957,0.086158318,0.000803918
2,4.132091081,0.096515144,0.100977057,0.001827194,2.335745803,1.809514017,0.048257572,0.000913597
2,4.340264426,0.155619117,0.089498289,0.001617943,3.585475485,1.807792102,0.077809559,0.000808972
2,7.743513232,0.092695667,0.074673996,0.001346761,1.197075077,1.803520733,0.046347834,0.000673381
2,4.559318166,0.093164668,0.086524328,0.001550362,2.043390363,1.791822064,0.046582334,0.000775181
2,14.47509749,1.310780872,0.104246485,0.001854828,9.055419992,1.779271503,0.655390436,0.000927414
2,6.543133129,0.196500837,0.088019522,0.00155241,3.003161225,1.763711009,0.098250419,0.000776205
2,12.28402872,1.002013595,0.074129688,0.001296476,8.157043734,1.748929525,0.501006798,0.000648238
2,4.043486835,0.156880787,0.102163183,0.001784037,3.879839193,1.746262154,0.078440394,0.000892019
2,4.185602727,0.113129326,0.090638947,0.001582154,2.702820439,1.745556466,0.056564663,0.000791077
