Geochronid	Grp no	Spot no	Grain spot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	Calibration Uncertainty included	calibration const	1 sigma external error	1 sigma internal error	ComPb_cor_meth
GSWA_220110.1	S	61	110-61	78.2	37.4	0.47826087		6.23053	0.036878525	0.0705	0.00095					959.5547961	5.277115799	942.9511239	27.60655592	-1.760820021					204
GSWA_220110.1	S	20	110-20	203.8	255	1.251226693		6.218905	0.02707235	0.0709	0.0006					961.2211643	3.887397154	954.5317238	17.30638661	-0.700808612					204
GSWA_220110.1	S	121	110-121	97.1	84	0.865087539		6.218905	0.02900609	0.0708	0.00075					961.2211643	4.165068482	951.6446475	21.6731847	-1.006312264					204
GSWA_220110.1	S	67	110-67	267	162.9	0.61011236		6.207325	0.02889816	0.0713	0.0006					962.8868569	4.163991229	966.0267105	17.1788735	0.325027615					204
GSWA_220110.1	S	130	110-130	157.7	90.1	0.571337984		6.188119	0.02680497	0.0726	0.0007					965.6622779	3.884719056	1002.808497	19.57267663	3.704218602					204
GSWA_220110.1	S	30	110-30	178.9	140.1	0.783119061		6.150062	0.024585115	0.07115	0.00065					971.2094435	3.604135813	961.7260465	18.66202005	-0.986080919					204
GSWA_220110.1	S	7	110-7	89.8	19.88	0.221380846		6.108735	0.0634383	0.0732	0.0008					977.3060142	9.417294053	1019.494939	22.12922718	4.138218157					204
GSWA_220110.1	S	12	110-12	109.4	49.3	0.450639854		6.101281	0.029780505	0.0719	0.00075					978.4138029	4.430906013	983.1112854	21.23866834	0.477817985					204
GSWA_220110.1	S	68	110-68	605	253	0.418181818		6.097561	0.02416716	0.0719	0.000485					978.9675987	3.599801349	983.1112854	13.73433886	0.421487051					204
GSWA_220110.1	S	144	110-144	145.1	122	0.840799449		5.787037	0.02511735	0.07181	0.0006					1027.520084	4.122451424	980.5605508	17.01887464	-4.789049847					204
GSWA_220110.1	S	139	110-139	73.2	34.1	0.465846995		6.075334	0.033218715	0.0724	0.00105					982.2896616	4.981772938	997.2061959	29.46526612	1.495832497					204
GSWA_220110.1	S	104	110-104	110.9	72.8	0.65644725		5.817336	0.027073115	0.0719	0.00075					1022.571183	4.400657668	983.1112854	21.23866834	-4.013777264					204
GSWA_220110.1	S	123	110-123	172.1	142.4	0.827425915		6.049607	0.029278195	0.072	0.00065					986.1631545	4.42558244	985.9405279	18.3733256	-0.022580119					204
GSWA_220110.1	S	143	110-143	165.3	116	0.701754386		6.016847	0.027151835	0.0722	0.0007					991.1400734	4.145781566	991.5835867	19.71483631	0.04472778					204
GSWA_220110.1	S	8	110-8	455	124.5	0.273626374		6.00024	0.02160173	0.07166	0.00055					993.6822933	3.315317968	976.299992	15.64350039	-1.780426248					204
GSWA_220110.1	S	128	110-128	226.7	508	2.240846934		5.959476	0.024860745	0.07201	0.00055					999.9782524	3.864094401	986.2231687	15.54382922	-1.394723237					204
GSWA_220110.1	S	138	110-138	166.8	223.9	1.342326139		5.91716	0.028010225	0.073	0.0007					1006.599044	4.411575018	1013.952731	19.43246299	0.725249451					204
GSWA_220110.1	S	135	110-135	221.3	220	0.994125621		5.797101	0.02352447	0.07309	0.00065					1025.87096	3.848606092	1016.449178	18.01538062	-0.926930988					204
GSWA_220110.1	S	26	110-26	143.9	187	1.299513551		5.91716	0.026259585	0.0734	0.0007					1006.599044	4.135851432	1025.017389	19.2941566	1.796881238					204
GSWA_220110.1	S	145	110-145	280.3	444	1.584017125		5.91716	0.026259585	0.07369	0.0006					1006.599044	4.135851432	1032.990121	16.45290478	2.554823741					204
GSWA_220110.1	S	9	110-9	101.1	74.2	0.733926805		5.698006	0.02759718	0.0738	0.0008					1042.343794	4.661379665	1036.003551	21.89453674	-0.611990455					204
GSWA_220110.1	S	2	110-2	238	107.1	0.45		5.527916	0.0213905	0.0741	0.00065					1071.889502	3.821229742	1044.192297	17.69541109	-2.652500393					204
GSWA_220110.1	S	98	110-98	444	59.43	0.133851351		5.694761	0.037294845	0.07413	0.00055					1042.892189	6.306035806	1045.008793	14.96513886	0.202544087					204
GSWA_220110.1	S	115	110-115	159.4	55.2	0.34629862		5.586592	0.02340751	0.0745	0.0007					1061.509276	4.100772776	1055.043623	18.92334308	-0.612832738					204
GSWA_220110.1	S	87	110-87	174.4	152.5	0.874426606		5.482456	0.022542995	0.0747	0.0007					1080.072684	4.088980954	1060.440859	18.85738242	-1.851289024					204
GSWA_220110.1	S	48	110-48	244.8	92.5	0.377859477		5.543237	0.02304561	0.07497	0.0006					1069.159523	4.095909153	1067.697356	16.08773996	-0.136945822					204
GSWA_220110.1	S	86	110-86	153.1	141.8	0.926192031		5.602241	0.023538825	0.07501	0.00065					1058.774798	4.102511667	1068.7695	17.41629314	0.935159689					204
GSWA_220110.1	S	66	110-66	141.5	142.9	1.009893993		5.382131	0.021725505	0.0751	0.00065					1098.582831	4.07725719	1071.179106	17.38914513	-2.558276675					204
GSWA_220110.1	S	103	110-103	230.3	27.8	0.120712115		5.592841	0.02189591	0.07518	0.0006					1060.415641	3.828037028	1073.317827	16.02930593	1.202084401					204
GSWA_220110.1	S	50	110-50	94.4	52.6	0.55720339		5.599104	0.02664747	0.0752	0.00085					1059.32182	4.64911919	1073.852045	22.70032942	1.353093772					204
GSWA_220110.1	S	106	110-106	227.8	175	0.768217735		5.411255	0.021961265	0.07521	0.00065					1093.144212	4.080698488	1074.119085	17.35607394	-1.771230705					204
GSWA_220110.1	S	114	110-114	228.2	68.4	0.299737073		5.540166	0.02148541	0.07529	0.0006					1069.705613	3.822524713	1076.253741	15.99885936	0.608418581					204
GSWA_220110.1	S	113	110-113	138.6	47.6	0.343434343		5.574136	0.026410345	0.0757	0.0007					1063.695954	4.645966085	1087.147766	18.53406894	2.157187141					204
GSWA_220110.1	S	126	110-126	106.4	70.3	0.660714286		5.614823	0.02364468	0.0757	0.00065					1056.586462	4.103905466	1087.147766	17.21020688	2.811145362					204
GSWA_220110.1	S	44	110-44	72.7	108.9	1.497936726		5.485464	0.025576765	0.0758	0.0009					1079.527352	4.634569471	1089.793221	23.78869728	0.942001541					204
GSWA_220110.1	S	124	110-124	90.9	50.7	0.557755776		5.420054	0.02643929	0.0763	0.0008					1091.511687	4.89807803	1102.952869	20.96585624	1.03732292					204
GSWA_220110.1	S	118	110-118	112.4	180	1.601423488		5.390836	0.027608055	0.0765	0.0008					1096.951583	5.165831356	1108.185443	20.89481053	1.013716635					204
GSWA_220110.1	S	25	110-25	29.5	7.18	0.243389831		5.497526	0.04231191	0.0766	0.00145					1077.346116	7.635992932	1110.795084	37.80777153	3.011263614					204
GSWA_220110.1	S	125	110-125	164.5	97.9	0.595136778		5.509642	0.024284925	0.0767	0.0007					1075.163991	4.364901889	1113.400313	18.22119605	3.434193571					204
GSWA_220110.1	S	53	110-53	165.2	121.3	0.734261501		5.181347	0.02416172	0.077	0.00075					1137.60611	4.863178945	1121.189673	19.42424619	-1.464198061					204
GSWA_220110.1	S	136	110-136	212	127.6	0.601886792		5.104645	0.023451665	0.0772	0.0007					1153.257356	4.851387098	1126.36078	18.06852135	-2.38791833					204
GSWA_220110.1	S	59	110-59	182.5	417.6	2.288219178		5.070994	0.020571985	0.07727	0.00065					1160.261043	4.307660859	1128.166573	16.75824623	-2.844834312					204
GSWA_220110.1	S	109	110-109	304	196	0.644736842		5.326515	0.01844165	0.0778	0.00055					1109.120731	3.527851407	1141.770692	14.055261	2.85958998					204
GSWA_220110.1	S	80	110-80	308.4	266.1	0.862840467		5.159959	0.02130014	0.07815	0.0006					1141.9274	4.319928821	1150.689044	15.24436012	0.761425849					204
GSWA_220110.1	S	119	110-119	59.4	23	0.387205387		5.186722	0.0309374	0.0784	0.00105					1136.525281	6.215104646	1157.027776	26.56786283	1.771996787					204
GSWA_220110.1	S	83	110-83	155.3	102.7	0.661300708		4.943154	0.02199129	0.07856	0.00065					1187.664012	4.825560739	1161.07089	16.4035637	-2.290396096					204
GSWA_220110.1	S	94	110-94	310	121.9	0.393225806		5.005005	0.02004006	0.07861	0.0006					1174.245779	4.298325833	1162.332185	15.12932823	-1.02497325					204
GSWA_220110.1	S	4	110-4	81.1	183.3	2.260172626		5.022602	0.022703875	0.0796	0.00085					1170.483583	4.838438924	1187.094887	21.09036097	1.399324029					204
GSWA_220110.1	S	34	110-34	401	126.5	0.315461347		4.904365	0.019242235	0.07988	0.0006					1196.237118	4.283687077	1194.026618	14.82020499	-0.185129879					204
GSWA_220110.1	S	55	110-55	73.62	41.96	0.569953817		4.955401	0.023328205	0.0802	0.00095					1184.98273	5.095768794	1201.910431	23.34500804	1.408399471					204
GSWA_220110.1	S	29	110-29	399	375	0.939849624		4.52284	0.01738767	0.08315	0.0006					1287.684807	4.487308299	1272.739228	14.07735653	-1.174284447					204
GSWA_220110.1	S	56	110-56	89.1	76.5	0.858585859		4.539265	0.020604925	0.0835	0.0008					1283.459892	5.282646669	1280.92902	18.66941291	-0.197581012					204
GSWA_220110.1	S	75	110-75	414	106.7	0.257729469		4.28449	0.015603325	0.08706	0.0006					1352.293892	4.442558405	1361.823186	13.27793042	0.699745322					204
GSWA_220110.1	S	47	110-47	214.2	124.7	0.5821662		3.903201	0.01904372	0.0912	0.00065					1470.370807	6.414597041	1450.782121	13.5649242	-1.350215566					204
GSWA_220110.1	S	13	110-13	240.8	219.6	0.911960133		4.111842	0.01944333	0.09228	0.0007					1403.311559	5.963140095	1473.154477	14.39383884	4.741045059					204
GSWA_220110.1	S	89	110-89	139.1	89.3	0.641984184		3.137747	0.01181455	0.108	0.00085					1783.377343	5.866155007	1765.948446	14.37907799	-0.98694255					204
GSWA_220110.1	S	95	110-95	97.7	56	0.573183214		3.167564	0.01404685	0.1082	0.00095					1768.695273	6.85945283	1769.327922	16.03430527	0.035756427					204
GSWA_220110.1	S	110	110-110	375	508	1.354666667		2.912056	0.01102409	0.11576	0.00075					1903.005357	6.238155126	1891.744007	11.65679974	-0.595289339					204
GSWA_220110.1	S	33	110-33	349	141.7	0.406017192		2.906977	0.00971809	0.11739	0.00075					1905.883768	5.515903657	1916.863705	11.46055841	0.572807347					204
GSWA_220110.1	S	65	110-65	205.2	78.4	0.382066277		2.562788	0.010508615	0.12987	0.0009					2123.756042	7.419267403	2096.205168	12.17572255	-1.314321451					204
GSWA_220110.1	S	85	110-85	139.8	52.8	0.377682403		2.534212	0.01059668	0.13172	0.00085					2144.12648	7.626977847	2121.021808	11.30624025	-1.089317984					204
GSWA_220110.1	S	96	110-96	215	59.2	0.275348837		2.258866	0.00994983	0.14839	0.00095					2362.716291	8.71318418	2327.455442	10.96850189	-1.514995678					204
GSWA_220110.1	S	23	110-23	140.9	83.4	0.591909155		2.297794	0.0110877	0.1542	0.0011					2329.116698	9.432461856	2393.031618	12.13874803	2.670876501					204
GSWA_220110.1	S	97	110-97	156.5	183.5	1.172523962		2.220249	0.01084491	0.15425	0.00105					2397.030356	9.778067266	2393.583274	11.58257284	-0.144013474					204
GSWA_220110.1	S	107	110-107	215.8	309	1.431881372		2.134927	0.009343725	0.1601	0.00105					2476.541075	8.999695002	2456.716822	11.08773802	-0.806940926					204
GSWA_220110.1	S	70	110-70	377.3	384.8	1.019878081		2.126302	0.006781745	0.16077	0.001					2484.876814	6.576635694	2463.774578	10.50825974	-0.856500287					204
GSWA_220110.1	S	69	110-69	160.3	151.2	0.943231441		2.130833	0.009761965	0.16182	0.00105					2480.490703	9.432919645	2474.766294	10.94996539	-0.231311092					204
GSWA_220110.1	S	24	110-24	52.3	50.2	0.959847036		2.227171	0.010912645	0.1623	0.0014					2390.805685	9.787520656	2479.763329	14.54947789	3.587344156					204
GSWA_220110.1	S	38	110-38	155.6	129.5	0.832262211		2.070822	0.00857661	0.1669	0.0011					2539.884921	8.694336684	2526.793315	11.0647436	-0.518111468					204
GSWA_220110.1	S	148	110-148	113.2	109.3	0.965547703		2.016942	0.01098375	0.1687	0.00115					2595.721081	11.63612758	2544.786346	11.4239911	-2.001532826					204
GSWA_220110.1	S	84	110-84	103.4	74.6	0.721470019		1.935734	0.008992955	0.1801	0.0012					2684.744074	10.20136402	2653.791451	11.04917953	-1.166354758					204
GSWA_220110.1	S	6	110-6	380	115.1	0.302894737		2.013288	0.007498655	0.18124	0.00115					2599.597969	7.968104688	2664.249902	10.51176761	2.426646716					204
GSWA_220110.1	S	105	110-105	231.3	185.4	0.80155642		1.919754	0.007370915	0.18566	0.0012					2702.996379	8.477108958	2704.091979	10.66762377	0.04051638					204
GSWA_220110.1	S	129	110-129	267.3	173.5	0.649083427		1.780627	0.00681686	0.20665	0.0013					2873.237018	8.875378652	2879.453735	10.21858116	0.215899189					204
GSWA_220110.1	D	140	110-140	141	113.1	0.80212766		9.398496	0.0927483	0.0745	0.00325					651.8066323	6.117799978	1055.043623	87.8583786	38.21993537					204
GSWA_220110.1	D	74	110-74	160	299	1.86875		6.557377	0.036549315	0.0957	0.0018					914.9621072	4.754405359	1541.889684	35.36418783	40.65969074					204
GSWA_220110.1	D	93	110-93	53.8	23.45	0.435873606		5.750431	0.031414085	0.0776	0.001					1033.563553	5.216878484	1136.65118	25.64019106	9.069416222					204
GSWA_220110.1	D	1	110-1	206.1	225.2	1.092673459		3.924647	0.01463271	0.09567	0.00075					1463.182505	4.880533128	1541.300166	14.74084749	5.068296426					204
GSWA_220110.1	D	116	110-116	251.8	186.1	0.739078634		2.593361	0.01277849	0.1521	0.00105					2102.390062	8.839626547	2369.67025	11.77536313	11.27921438					204
GSWA_220110.1	D	54	110-54	199.6	138.8	0.695390782		2.43843	0.012189175	0.1559	0.00105					2215.378451	9.371778975	2411.670977	11.4387215	8.139274694					204
GSWA_220110.1	D	58	110-58	214	150.8	0.704672897		1.982161	0.00785792	0.16405	0.00105					2633.10583	8.56950616	2497.836473	10.77621425	-5.41546088					204
