Geochronid	Grpno	Spotno	Grainspot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	CalibrationUncertaintyincluded	calibrationconst	1sigmaexternalerror	1sigmainternalerror	ComPb_cor_meth
242435.1	I	11	11.1	249.47	191.2	0.76642	0.012849	1.9908	0.038046	0.18139	0.00096209	1.9911	0.038052	0.18128	0.00096902	2623.4	41.398	2664.6	8.8553	1.5451	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	12	12.1	582.13	711.02	1.2214	0.011163	2.01	0.022011	0.1824	0.00064529	2.0102	0.022014	0.1823	0.00064919	2602.9	23.809	2673.9	5.8943	2.6559	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	9	9.1	186.64	122.29	0.65524	-1.73E-02	1.9158	0.02022	0.18225	0.0011162	1.9154	0.020219	0.18241	0.0011266	2708	23.741	2674.9	10.222	-1.2369	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	7	7.1	354.12	208.78	0.58957	1.3692E-29	1.9709	0.017266	0.1825	0.00082176	1.9709	0.017266	0.1825	0.00082176	2645.4	19.468	2675.7	7.4517	1.132	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	13	13.1	449.91	376.7	0.83728	0.049704	1.9393	0.017072	0.18302	0.00071963	1.9403	0.017084	0.18258	0.00073926	2679.6	19.773	2676.4	6.7	-0.11708	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	14	14.1	365.38	264.35	0.72349	1.74E-02	1.9676	0.01715	0.18296	0.00080034	1.968	0.017155	0.1828	0.00080801	2648.7	19.396	2678.5	7.3129	1.1125	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	10	10.1	287.32	239.88	0.83488	5.29E-11	1.9908	0.018295	0.18284	0.0015991	1.9908	0.018295	0.18284	0.0015991	2623.7	20.239	2678.8	14.469	2.0585	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	15	15.1	169.94	95.095	0.55959	1.98E-02	2.0977	0.022715	0.18307	0.0011956	2.0981	0.022723	0.18289	0.0012088	2512.6	22.873	2679.3	10.934	6.2219	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	8	8.1	282.89	186.14	0.658	7.78E-02	1.9903	0.036649	0.18377	0.00090026	1.9919	0.036682	0.18307	0.0009384	2622.6	39.896	2680.9	8.4783	2.1769	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	1	1.1	408.69	261.98	0.64102	2.14E-19	1.8641	0.022826	0.18309	0.00075558	1.8641	0.022826	0.18309	0.00075558	2768.6	27.923	2681.1	6.8257	-3.2642	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	16	16.1	331.21	216.19	0.65274	3.72E-02	1.968	0.01777	0.18361	0.0008233	1.9688	0.017781	0.18327	0.00084018	2647.8	20.058	2682.7	7.5814	1.3011	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	6	6.1	606.3	522.96	0.86255	0.021694	2.1374	0.027556	0.18352	0.00063586	2.1378	0.027563	0.18332	0.00064332	2473.7	26.763	2683.2	5.8033	7.8048	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	5	5.1	238.91	157.12	0.65764	1.37E-29	1.9361	0.018826	0.18351	0.001003	1.9361	0.018826	0.18351	0.001003	2684.3	21.776	2684.9	9.037	0.02076	TRUE	0.00503886	0.5	0.277860646	204
242435.1	I	2	2.1	377.36	279.57	0.74086	1.3661E-29	1.973	0.038482	0.18401	0.00077154	1.973	0.038482	0.18401	0.00077154	2643.1	42.499	2689.3	6.9299	1.7172	TRUE	0.00503886	0.5	0.277860646	204
242435.1	D	3	3.1	261.37	114.27	0.43721	0.107	3.0138	0.10607	0.18201	0.0011295	3.017	0.1062	0.18106	0.0011961	1845.4	56.544	2662.6	10.946	30.69	TRUE	0.00503886	0.5	0.277860646	204
242435.1	D	4	4.1	550.42	354.93	0.64483	0.021815	2.6173	0.020792	0.18348	0.00073545	2.6179	0.020799	0.18328	0.00074415	2085.6	14.474	2682.8	6.7145	22.261	TRUE	0.00503886	0.5	0.277860646	204
