Geochronid	Grpno	Spotno	Grainspot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	CalibrationUncertaintyincluded	calibrationconst	1sigmaexternalerror	1sigmainternalerror	ComPb_cor_meth
242439.1	I	17	17.1	152.64	38.439	0.25184	-0.0088676	1.5319	0.014788	0.26277	0.0010959	1.5317	0.014787	0.26285	0.0010986	3239.4	24.746	3263.8	6.5755	0.75042	TRUE	0.005508859	0.5	0.142467499	204
242439.1	I	16	16.1	258.94	63.865	0.24664	-0.026427	1.5398	0.012786	0.2627	0.00084772	1.5394	0.012784	0.26293	0.00085373	3226.7	21.271	3264.3	5.1083	1.1542	TRUE	0.005508859	0.5	0.142467499	204
242439.1	I	9	9.1	213.01	120.46	0.56549	1.29E-02	1.5789	0.013702	0.26403	0.0009469	1.5791	0.013705	0.26391	0.00095037	3162.5	21.867	3270.2	5.6627	3.2945	TRUE	0.005508859	0.5	0.142467499	204
242439.1	I	8	8.1	420.72	278.81	0.66271	3.37E-02	1.5794	0.011797	0.2642	0.00069715	1.5799	0.011802	0.26391	0.00070355	3161.2	18.868	3270.2	4.1921	3.3334	TRUE	0.005508859	0.5	0.142467499	204
242439.1	I	13	13.1	192.06	97.558	0.50795	0.11935	1.5523	0.013587	0.2652	0.00093068	1.5542	0.013609	0.26416	0.00096194	3202.5	22.278	3271.7	5.7256	2.1163	TRUE	0.005508859	0.5	0.142467499	204
242439.1	I	12	12.1	118.89	60.188	0.50624	7.91E-02	1.6157	0.016462	0.26488	0.0012423	1.617	0.016482	0.26419	0.0012704	3103.7	25.252	3271.9	7.5605	5.1412	TRUE	0.005508859	0.5	0.142467499	204
242439.1	I	15	15.1	107.99	51.847	0.48012	3.61E-02	1.5307	0.016595	0.26537	0.0012813	1.5312	0.016604	0.26505	0.0012946	3240.2	27.764	3277	7.6764	1.1223	TRUE	0.005508859	0.5	0.142467499	204
242439.1	I	18	18.1	310.96	183.94	0.59152	2.68E-02	1.5302	0.012284	0.26564	0.0007929	1.5306	0.012288	0.2654	0.00079883	3241.3	20.65	3279.1	4.7298	1.1529	TRUE	0.005508859	0.5	0.142467499	204
242439.1	I	11	11.1	309.83	161.66	0.52177	-1.32E-02	1.5361	0.012215	0.26561	0.0007883	1.5358	0.012213	0.26573	0.000791	3232.5	20.415	3281	4.6771	1.4768	TRUE	0.005508859	0.5	0.142467499	204
242439.1	I	7	7.1	199.63	118.47	0.59345	2.17E-02	1.5153	0.013591	0.26674	0.0010061	1.5156	0.013595	0.26655	0.0010122	3266.3	23.167	3285.9	5.9643	0.59412	TRUE	0.005508859	0.5	0.142467499	204
242439.1	I	14	14.1	265.39	121.61	0.45823	2.51E-02	1.5667	0.012885	0.26686	0.00084853	1.5671	0.01289	0.26664	0.00085437	3181.6	20.842	3286.4	5.0323	3.188	TRUE	0.005508859	0.5	0.142467499	204
242439.1	X	3	3.1	290.29	182.19	0.62761	5.31E-02	1.4271	0.011584	0.30744	0.00087186	1.4279	0.011592	0.30699	0.00088122	3421.9	21.774	3505.9	4.4349	2.3937	TRUE	0.005508859	0.5	0.142467499	204
242439.1	P	2	2.1	243.08	71.351	0.29353	0.072032	1.5419	0.012954	0.26108	0.00084174	1.543	0.012967	0.26046	0.00085898	3220.8	21.491	3249.5	5.1945	0.88314	TRUE	0.005508859	0.5	0.142467499	204
242439.1	P	5	5.1	347.48	74.92	0.21561	0.095736	1.6674	0.012915	0.26265	0.00075854	1.669	0.012932	0.26181	0.00077903	3026.5	18.894	3257.6	4.6837	7.0956	TRUE	0.005508859	0.5	0.142467499	204
242439.1	P	1	1.1	286.49	78.093	0.27259	0.16783	1.5833	0.012816	0.26365	0.00085896	1.586	0.012849	0.26219	0.00090824	3151.7	20.382	3259.9	5.4517	3.3194	TRUE	0.005508859	0.5	0.142467499	204
242439.1	D	4	4.1	326.61	132.17	0.40467	0.11218	1.8369	0.014623	0.25845	0.00081352	1.8389	0.014646	0.25747	0.00083979	2799.3	18.235	3231.3	5.1447	13.369	TRUE	0.005508859	0.5	0.142467499	204
242439.1	Z	6	6.1	217.08	122.74	0.56542	5.401E-18	4.0228	0.056212	0.093151	0.00074182	4.0228	0.056212	0.093151	0.00074182	1431.2	17.956	1491	15.075	4.0107	TRUE	0.005508859	0.5	0.142467499	204
242439.1	Z	10	10.1	201.07	180.63	0.89837	0.021816	3.9231	0.034753	0.093402	0.00074522	3.9239	0.034772	0.093214	0.00076858	1463.4	11.639	1492.2	15.606	1.9311	TRUE	0.005508859	0.5	0.142467499	204
