Geochronid	Grpno	Spotno	Grainspot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	CalibrationUncertaintyincluded	calibrationconst	1sigmaexternalerror	1sigmainternalerror	ComPb_cor_meth
242492.1	I	1	1.1	158.61	207.15	1.3061	0.042553	1.8536	0.032876	0.18854494	0.001995823	1.8544	0.032893	0.188163615	0.002008679	2780.4	41.922	2726.176853	17.58273971	-1.989	TRUE	0.004999307	0.5	0.761825079	204
242492.1	I	21	15.1	109.4	83.633	0.76443	0.10787	2.1109	0.10938	0.189157066	0.001222501	2.1131	0.1095	0.18819372	0.001285316	2497.7	107.42	2726.440346	11.24878745	8.3897	TRUE	0.005326556	0.641241485	0.36850874	204
242492.1	I	17	12.2	763.04	73.517	0.096348	1.3574E-29	1.9886	0.045914	0.188956369	0.000594518	1.9886	0.045914	0.188956369	0.000594518	2626.1	50.107	2733.099332	5.178885243	3.9149	TRUE	0.005326556	0.641241485	0.36850874	204
242492.1	I	15	11.1	619.31	99.659	0.16092	0.041147	2.1271	0.025017	0.189698948	0.000614455	2.1279	0.025028	0.189337693	0.000622394	2483.3	24.771	2736.417219	5.409137809	9.2499	TRUE	0.005326556	0.641241485	0.36850874	204
242492.1	I	9	7.1	554.8	101.35	0.18269	0.011873	1.9147	0.017341	0.189739088	0.000673983	1.9149	0.017344	0.189628704	0.000676802	2708.6	20.843	2738.944116	5.8715933	1.1079	TRUE	0.005326556	0.641241485	0.36850874	204
242492.1	I	14	10.2	261.44	102.52	0.39213	0.053593	1.9981	0.040255	0.190210726	0.000855202	1.9991	0.040279	0.189729053	0.000874457	2614.7	43.652	2739.814424	7.581724726	4.5665	TRUE	0.005326556	0.641241485	0.36850874	204
242492.1	I	7	5.1	151.79	82.403	0.54286	-0.013536	1.9458	0.060575	0.189719018	0.001079656	1.9456	0.060568	0.189839436	0.001086293	2673.6	69.128	2740.77115	9.412074498	2.4508	TRUE	0.004999307	0.5	0.761825079	204
242492.1	I	5	3.1	218.21	112.3	0.51466	0.0094712	1.8629	0.032635	0.189999994	0.000930745	1.863	0.032639	0.189919715	0.000934644	2769.9	41.316	2741.466549	8.09418675	-1.0372	TRUE	0.004999307	0.5	0.761825079	204
242492.1	I	13	10.1	741.65	97.791	0.13186	0.022783	1.9284	0.016731	0.190230796	0.000589956	1.9288	0.016735	0.190030099	0.000593916	2692.6	19.934	2742.422169	5.139975158	1.8167	TRUE	0.005326556	0.641241485	0.36850874	204
242492.1	I	18	13.1	98.769	56.464	0.57167	-2.1837E-10	1.868	0.02506	0.190050168	0.001335119	1.868	0.02506	0.190050168	0.001335119	2763.9	30.73	2742.59585	11.55322566	-0.77678	TRUE	0.005326556	0.641241485	0.36850874	204
242492.1	I	16	12.1	423.38	113.54	0.26818	0.029507	1.9177	0.018747	0.190331144	0.000731199	1.9183	0.018754	0.190070238	0.00073921	2704.7	22.349	2742.769509	6.395848947	1.388	TRUE	0.005326556	0.641241485	0.36850874	204
242492.1	I	6	4.1	391	196.85	0.50347	0.014089	1.8493	0.031082	0.19028097	0.000714108	1.8496	0.031087	0.190150517	0.000717853	2786.2	39.99	2743.463935	6.208042867	-1.5577	TRUE	0.004999307	0.5	0.761825079	204
242492.1	I	11	9.1	105.88	76.587	0.72331	3.004E-10	1.9355	0.025531	0.1902609	0.001286938	1.9355	0.025531	0.1902609	0.001286938	2685	29.523	2744.41822	11.12209645	2.1651	TRUE	0.005326556	0.641241485	0.36850874	204
242492.1	I	3	2.1	173.08	176.63	1.0205	0.046668	1.9487	0.024349	0.191424944	0.001019731	1.9496	0.024365	0.19100348	0.00104117	2669.1	29.702	2750.821429	8.957830586	2.9708	TRUE	0.004999307	0.5	0.761825079	204
242492.1	I	8	6.1	367.79	214	0.58185	0.016257	2.0044	0.048091	0.191254351	0.000752643	2.0047	0.048099	0.191113863	0.000757376	2608.7	52.701	2751.77081	6.511839591	5.1992	TRUE	0.004999307	0.5	0.761825079	204
242492.1	P	12	9.2	752.49	57.366	0.076235	0.012916	2.0082	0.017607	0.18146033	0.000620266	2.0084	0.01761	0.181349947	0.000622984	2604.8	19.565	2665.254535	5.690495842	2.2682	TRUE	0.005326556	0.641241485	0.36850874	204
242492.1	P	2	1.2	794.71	84.363	0.10616	0.01924	1.9042	0.029047	0.182925419	0.000618816	1.9045	0.029053	0.182754827	0.00062285	2720.6	35.916	2678.029909	5.638734468	-1.5896	TRUE	0.004999307	0.5	0.761825079	204
242492.1	P	4	2.2	1100	66.31	0.060283	0.071367	2.0116	0.037975	0.185654901	0.000576972	2.0131	0.038003	0.18501267	0.00058885	2599.8	41.928	2698.325807	5.255838613	3.6514	TRUE	0.004999307	0.5	0.761825079	204
242492.1	P	19	13.2	876.28	41.266	0.047092	0.014851	1.9369	0.020953	0.185865633	0.000581015	1.9372	0.020957	0.185735179	0.000583583	2683.1	24.414	2704.760145	5.185444824	0.80082	TRUE	0.005326556	0.641241485	0.36850874	204
242492.1	P	20	14.1	837.76	46.424	0.055414	0.059563	1.9998	0.017943	0.186608212	0.000612235	2.001	0.017956	0.186076365	0.000623889	2612.7	20.039	2707.788548	5.531856737	3.5117	TRUE	0.005326556	0.641241485	0.36850874	204
