Geochronid	Grp no	Spot no	Grain spot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	Calibration Uncertainty included	calibration const	1 sigma external error	1 sigma internal error	ComPb_cor_meth
GSWA_214138.1	X	1	138-1.1	197.8561936	137.3224545	0.716955547	-0.106730571	1.898850971	0.033899582	0.193994562	0.000842133	1.896826477	0.033868472	0.194945987	0.000884848	2729.628397	40.3300752	2784.344316	7.436063677	1.965127621	TRUE	0.004574039	1.100076223		204
GSWA_214138.1	I	2	138-2.1	527.2367619	92.14285574	0.180532878	0.108216039	1.881840938	0.031093842	0.1929112	0.000525598	1.883879598	0.031129662	0.191946207	0.000553749	2744.903812	37.44868833	2758.909329	4.737323557	0.50764687	TRUE	0.004574039	1.100076223		204
GSWA_214138.1	I	3	138-3.1	235.4308753	80.97137098	0.355278067	0.130872215	1.899557082	0.033400315	0.193475235	0.000779432	1.902046332	0.033449548	0.19230826	0.000830321	2723.51843	39.64172167	2762.003334	7.088005556	1.393369219	TRUE	0.004574039	1.100076223		204
GSWA_214138.1	X	4	138-3.2	152.2890059	69.49317581	0.471383014	5.79E-01	1.941595419	0.036551288	0.199887783	0.001126428	1.952894488	0.036829335	0.19473016	0.001511797	2665.419802	41.82579592	2782.529403	12.72098945	4.208746193	TRUE	0.004574039	1.100076223		204
GSWA_214138.1	I	5	138-4.1	275.088041	101.5909746	0.381490509	0.24897666	1.911265006	0.033209597	0.195444591	0.000715141	1.916035487	0.033305179	0.19322462	0.000834885	2707.279826	38.98837013	2769.804445	7.088101567	2.257365837	TRUE	0.004574039	1.100076223		204
GSWA_214138.1	I	6	138-5.1	281.1591839	108.9706429	0.400366343	0.263641613	1.925831396	0.033391416	0.194832575	0.000734314	1.93092211	0.033497189	0.192481881	0.000889994	2690.213832	38.71265978	2763.484679	7.589519535	2.651393272	TRUE	0.004574039	1.100076223		204
GSWA_214138.1	I	7	138-6.1	228.5799138	112.3721637	0.507833095	2.57E-01	1.917813782	0.033716516	0.195211071	0.000777491	1.922762894	0.033820847	0.192916071	0.000927093	2699.540413	39.36983717	2767.182484	7.8854128	2.444438391	TRUE	0.004574039	1.100076223		204
GSWA_214138.1	I	8	138-7.1	231.1263311	250.6258896	1.120151662	6.90E-02	1.881886751	0.033446964	0.192878561	0.000821017	1.883185794	0.033473207	0.192263431	0.00084992	2745.727299	40.33474063	2761.620608	7.257262065	0.57550662	TRUE	0.004574039	1.100076223		204
GSWA_214138.1	I	9	138-8.1	303.0958366	93.57654783	0.318924123	0.287390838	1.91648167	0.033244244	0.195350516	0.000747109	1.922005337	0.033358608	0.192788016	0.000909743	2700.409685	38.84946893	2766.09289	7.743758001	2.374584203	TRUE	0.004574039	1.100076223		204
GSWA_214138.1	I	10	138-9.1	321.4277128	110.8634295	0.356291378	0.181264238	1.93014889	0.033907854	0.194096163	0.000714856	1.933653913	0.033975686	0.192479962	0.000776716	2687.105773	39.18113735	2763.468315	6.623606416	2.763286324	TRUE	0.004574039	1.100076223		204
GSWA_214138.1	I	11	138-1.2	272.1401311	95.68959005	0.363222235	0.374499261	1.898240823	0.033868484	0.195043894	0.000790106	1.905376444	0.034016529	0.191704281	0.000968405	2719.634935	40.20623574	2756.838154	8.296730195	1.349488677	TRUE	0.004574039	1.100076223		204
