Geochronid	Grp no	Spot no	Grain spot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	Calibration Uncertainty included	calibration const	1 sigma external error	1 sigma internal error	ComPb_cor_meth
GSWA_133384.1	I	11	D.1-5	259.5468727	519.6813383	2.068873612	-0.078061726	2.575378883	0.050253697	0.127037122	0.001023724	2.573370065	0.050214679	0.127725404	0.00102693	2116.311343	35.20210681	2066.901129	14.17310318	-2.390545588	TRUE	0.005338381	1.649715611	0.654619213	204
GSWA_133384.1	I	12	F.1-1	443.8978464	941.4370165	2.191396035	0.070492387	2.599565124	0.047319227	0.127771322	0.000794929	2.601398912	0.047358472	0.127149374	0.000837662	2096.844566	32.58649907	2058.929495	11.62385678	-1.841494355	TRUE	0.005338381	1.649715611	0.654619213	204
GSWA_133384.1	I	13	F.1-2	408.0974985	1104.724713	2.797066396	0.032568166	2.566043289	0.046775505	0.128219784	0.000812396	2.566879274	0.046793234	0.127932693	0.000830035	2120.871489	32.94635787	2069.759237	11.4333932	-2.469478158	TRUE	0.005338381	1.649715611	0.654619213	204
GSWA_133384.1	I	14	F.1-3	375.3768237	780.31987	2.147918754	0.075119534	2.601584067	0.047882328	0.129888787	0.000868068	2.603539834	0.047925793	0.129227575	0.000917689	2095.37248	32.9301692	2087.488221	12.48902335	-0.377691163	TRUE	0.005338381	1.649715611	0.654619213	204
GSWA_133384.1	I	15	F.1-4	370.5003815	1045.405766	2.915471973	0.082641502	2.611066102	0.047975371	0.126919882	0.000856038	2.613225711	0.048023772	0.12618995	0.000914622	2088.738497	32.78705874	2045.555321	12.80783136	-2.111073495	TRUE	0.005338381	1.649715611	0.654619213	204
GSWA_133384.1	I	16	F.1-5	470.3606634	1306.765726	2.870644283	1.50152E-29	2.677220978	0.050388911	0.127735038	0.000923536	2.677220978	0.050388911	0.127735038	0.000923536	2045.949975	32.99508323	2067.034092	12.74496784	1.020017859	TRUE	0.005338381	1.649715611	0.654619213	204
GSWA_133384.1	I	17	F.1-6	391.6182264	1209.123408	3.190218079	0.056797182	2.628827416	0.050002368	0.12680154	0.000975364	2.630321365	0.050035005	0.126299941	0.001001628	2077.132274	33.77833714	2047.094762	14.01153174	-1.46732396	TRUE	0.005338381	1.649715611	0.654619213	204
GSWA_133384.1	I	18	F.1-7	499.846564	1101.686565	2.277372023	0.107573847	2.630191654	0.048814196	0.129484087	0.001020666	2.6330241	0.048872252	0.128536465	0.001056238	2075.309288	32.93498318	2078.052478	14.46729852	0.132007731	TRUE	0.005338381	1.649715611	0.654619213	204
GSWA_133384.1	I	19	G.1-1	82.40340516	86.74519558	1.087709474	-0.080036869	2.590160541	0.060664971	0.128175975	0.00178104	2.588089115	0.060616616	0.128880747	0.001782044	2106.043325	42.0791973	2082.760557	24.3304827	-1.117880214	TRUE	0.005338381	1.649715611	0.654619213	204
GSWA_133384.1	D	20	G.1-2	54.42635983	70.22404962	1.333181323	1.014743162	2.732255494	0.070550488	0.130979844	0.002231199	2.760265095	0.071536498	0.121974339	0.003163991	1992.991039	44.43003175	1985.305396	46.15787486	-0.387126468	TRUE	0.005338381	1.649715611	0.654619213	204
GSWA_133384.1	D	21	G.1-3	62.60186197	56.68543594	0.935614361	0.849424891	2.658438826	0.062636577	0.126381152	0.001835579	2.681213723	0.063538046	0.118815964	0.003043423	2043.338857	41.49823224	1938.49445	45.83006549	-5.408548186	TRUE	0.005338381	1.649715611	0.654619213	204
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
