Geochronid	Grpno	Spotno	Grainspot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	CalibrationUncertaintyincluded	calibrationconst	1sigmaexternalerror	1sigmainternalerror	ComPb_cor_meth
242497.1	X	13	13.1	107.06	126.22	1.179	0.064767	1.681	0.022	0.224519986	0.001506024	1.6821	0.022024	0.223948408	0.001542936	3007.7	31.665	3009.297324	11.06628768	0.053083	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	11	11.1	225.93	210.67	0.93247	0.010321	1.7038	0.017182	0.225091564	0.001856872	1.704	0.017185	0.225001315	0.001859329	2976.7	24.291	3016.828915	13.2646595	1.3302	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	2	2.1	147.83	206.13	1.3944	0.37077	1.7053	0.019767	0.229593997	0.001353214	1.7116	0.019883	0.226304915	0.001515467	2966	27.83	3026.098475	10.74082325	1.986	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	18	18.1	343.07	421.03	1.2272	0.09887	1.6861	0.015033	0.227417989	0.000925868	1.6878	0.015055	0.226545579	0.000955814	2999.5	21.676	3027.803149	6.766133302	0.93478	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	17	17.1	163.46	100.64	0.6157	0.014676	1.7275	0.019201	0.227518265	0.001287877	1.7277	0.019205	0.227387905	0.001294621	2943.8	26.49	3033.753362	9.126005227	2.9651	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	15	15.1	261.95	270.95	1.0344	0.026322	1.6775	0.016239	0.227849179	0.001016271	1.678	0.016245	0.227618542	0.001025378	3013.5	23.568	3035.378225	7.219755558	0.72077	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	6	6.1	155.15	175.6	1.1318	0.16555	1.729	0.019868	0.229092613	0.001301176	1.7319	0.01992	0.22762857	0.001376334	2938.1	27.352	3035.448829	9.690373207	3.2071	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	14	14.1	317.62	207.94	0.65467	0.021795	1.7019	0.015565	0.227969512	0.000945763	1.7023	0.01557	0.227778985	0.000952477	2979.1	22.093	3036.507463	6.70109388	1.8906	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	3	3.1	424.62	512.65	1.2073	0.010641	1.6847	0.014215	0.228029678	0.000830373	1.6848	0.014217	0.227939428	0.00083311	3003.7	20.561	3037.635799	5.856613636	1.1172	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	10	10.1	418.73	430.91	1.0291	0.016809	1.6901	0.014514	0.228129955	0.000846653	1.6904	0.014518	0.227989567	0.000851119	2995.8	20.872	3037.98822	5.981716625	1.3887	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	8	8.1	421.67	289.9	0.6875	0.028526	1.6954	0.014452	0.228380647	0.000855004	1.6959	0.014457	0.228129955	0.000862638	2988.1	20.679	3038.974529	6.058444353	1.6741	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	7	7.1	332.86	353.99	1.0635	0.020428	1.6935	0.015284	0.228511007	0.000921037	1.6938	0.015288	0.228330508	0.000927092	2990.9	21.877	3040.382348	6.504628387	1.6275	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	9	9.1	414.26	402.09	0.97064	0.016066	1.6876	0.014305	0.228581201	0.000835276	1.6879	0.014308	0.228440813	0.00083942	2999.4	20.628	3041.156051	5.886280645	1.373	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	4	4.1	388.84	450.33	1.1581	-0.017385	1.6988	0.014651	0.228380647	0.000861713	1.6985	0.014649	0.22854109	0.000866158	2984.3	20.894	3041.859049	6.070749165	1.8922	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	5	5.1	297.85	195.77	0.65728	-0.0079677	1.6917	0.015748	0.228581201	0.000981287	1.6916	0.015747	0.228651394	0.000983749	2994.1	22.566	3042.631943	6.891151894	1.5951	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	1	1.1	394.62	258.51	0.65509	0.011767	1.6772	0.014454	0.228942197	0.000865204	1.6774	0.014457	0.228841921	0.000868414	3014.3	21.047	3043.965947	6.07748671	0.97458	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	12	12.1	477.74	542.29	1.1351	-0.0092287	1.6819	0.013872	0.228771727	0.000788602	1.6817	0.013871	0.228851948	0.000790652	3008.2	20.136	3044.036123	5.533007942	1.1773	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	16	16.1	313.38	310.97	0.99232	1.0053E-18	1.656	0.015202	0.228861976	0.000940729	1.656	0.015202	0.228861976	0.000940729	3045.4	22.565	3044.106295	6.582923591	-0.042499	TRUE	0.005600469	0.5	0.194017637	204
242497.1	X	20	20.1	514.7	505.04	0.98124	-0.0043936	1.69	0.013696	0.229343305	0.000772536	1.6899	0.013695	0.229373388	0.000773493	2996.5	19.732	3047.680468	5.398976761	1.6793	TRUE	0.005600469	0.5	0.194017637	204
242497.1	D	19	19.1	281.7	389.5	1.3827	0.066737	1.8733	0.017671	0.221802482	0.001040238	1.8746	0.017689	0.221210848	0.001064701	2756	21.389	2989.525344	7.743783557	7.8115	TRUE	0.005600469	0.5	0.194017637	204
