Geochronid	Grpno	Spotno	Grainspot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	CalibrationUncertaintyincluded	calibrationconst	1sigmaexternalerror	1sigmainternalerror	ComPb_cor_meth
242493.1	I	18.000	18.100	202.040	296.120	1.466	0.269	1.986	0.021	0.185	0.001	1.991	0.021	0.182	0.001	2623.100	23.579	2674.561	9.277	1.924	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	3.000	3.100	277.040	294.060	1.061	0.064	1.954	0.020	0.183	0.001	1.956	0.020	0.183	0.001	2662.300	22.416	2675.924	7.316	0.509	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	14.000	14.100	191.250	120.180	0.628	0.057	2.066	0.023	0.183	0.001	2.067	0.023	0.183	0.001	2543.400	23.825	2679.917	9.282	5.094	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	13.000	13.100	236.880	235.390	0.994	0.018	1.988	0.021	0.183	0.001	1.988	0.021	0.183	0.001	2626.300	22.837	2681.094	7.424	2.044	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	1.000	1.100	449.530	455.870	1.014	0.033	1.944	0.018	0.183	0.001	1.944	0.018	0.183	0.001	2675.000	20.900	2681.728	5.875	0.251	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	15.000	15.100	434.560	466.150	1.073	0.047	2.025	0.019	0.184	0.001	2.026	0.019	0.183	0.001	2586.500	20.460	2683.808	6.150	3.626	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	8.000	8.100	201.860	148.530	0.736	0.071	2.087	0.022	0.184	0.001	2.088	0.022	0.184	0.001	2522.500	22.778	2685.433	13.395	6.067	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	5.000	5.100	168.350	253.620	1.507	0.000	1.975	0.022	0.184	0.001	1.975	0.022	0.184	0.001	2640.700	24.720	2686.967	12.758	1.722	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	17.000	17.100	121.290	165.470	1.364	0.116	2.026	0.024	0.185	0.001	2.029	0.024	0.184	0.001	2583.500	26.040	2687.688	10.128	3.877	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	12.000	12.100	202.730	207.350	1.023	-0.033	1.945	0.021	0.184	0.001	1.945	0.021	0.184	0.001	2674.900	24.024	2687.868	11.845	0.482	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	4.000	4.100	283.770	340.210	1.199	-0.030	1.944	0.020	0.184	0.001	1.944	0.020	0.184	0.001	2675.800	22.552	2688.769	6.928	0.482	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	7.000	7.100	290.670	268.250	0.923	-0.015	1.980	0.020	0.184	0.001	1.979	0.020	0.184	0.001	2636.100	21.971	2689.039	6.811	1.969	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	11.000	11.100	115.790	132.900	1.148	-0.018	1.969	0.024	0.184	0.001	1.969	0.024	0.184	0.001	2648.100	27.291	2689.849	10.026	1.552	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	6.000	6.100	115.760	106.450	0.920	0.055	1.971	0.025	0.185	0.001	1.972	0.025	0.184	0.001	2644.600	27.382	2689.939	10.343	1.686	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	16.000	16.100	214.230	225.210	1.051	0.040	1.983	0.021	0.184	0.001	1.984	0.021	0.184	0.001	2631.300	23.243	2690.389	7.838	2.196	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	10.000	10.100	210.170	221.930	1.056	0.000	1.971	0.021	0.184	0.001	1.971	0.021	0.184	0.001	2645.000	23.406	2692.366	7.782	1.759	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	2.000	2.100	306.460	294.480	0.961	0.035	1.943	0.019	0.185	0.001	1.943	0.019	0.185	0.001	2676.300	22.222	2694.700	7.362	0.683	TRUE	0.005515464	0.696510373	0.283581958	204
242493.1	I	9.000	9.100	242.260	278.330	1.149	-0.009	1.968	0.020	0.185	0.001	1.968	0.020	0.185	0.001	2648.900	22.869	2698.282	7.271	1.830	TRUE	0.005515464	0.696510373	0.283581958	204
