Geochronid	Grpno	Spotno	Grainspot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	CalibrationUncertaintyincluded	calibrationconst	1sigmaexternalerror	1sigmainternalerror	ComPb_cor_meth
242498.1	Y	25	25.1	171.67	145.58	0.84803	0.052025	0.13617	0.020819	0.58946	0.011831	1.6956	0.034171	0.22575	0.0011667	2987.2	48.295	3018.8	8.4765	1.0476	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	5	5.1	148.33	229.1	1.5445	0.05583	0.15037	0.0071525	0.59267	0.0068163	1.6863	0.019635	0.22581	0.0012074	3000.2	28.136	3019.1	8.7833	0.62407	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	29	29.1	272.19	359.77	1.3218	0.022701	0.14988	0.0066014	0.59302	0.0055253	1.6859	0.01601	0.22607	0.00089679	3001.6	23.031	3023	6.4246	0.70627	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	15	15.1	106.47	242.46	2.2773	0.060934	0.14251	0.0054163	0.58344	0.0077299	1.7129	0.022904	0.22687	0.0014665	2962.8	31.938	3026.3	10.63	2.0994	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	14	14.1	103.38	120.45	1.1651	0.14177	0.1199	0.0083609	0.57283	0.0075869	1.7432	0.023291	0.22759	0.0014772	2919.4	31.556	3026.3	11.011	3.5309	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	19	19.1	389.83	495.08	1.27	0.010857	0.15982	0.0069116	0.60182	0.0050644	1.6614	0.014311	0.22662	0.00076485	3037.2	21.133	3027.6	5.4368	-0.31516	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	8	8.1	90.151	184.7	2.0488	0.11334	0.13924	0.0062098	0.58501	0.0083283	1.7074	0.024494	0.22759	0.0015469	2969.1	34.31	3028.1	11.413	1.9469	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	7	7.1	291.5	375.06	1.2866	0.049456	0.15278	0.0071089	0.5988	0.0054561	1.6692	0.015513	0.22706	0.00088375	3025	22.692	3028.3	6.3655	0.10981	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	40	40.1	238.24	280.03	1.1754	-2.2847E-19	0.11861	0.010286	0.57158	0.010033	1.7495	0.030879	0.22688	0.00093698	2914.3	41.502	3030.2	6.6216	3.8243	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	24	24.1	232.8	486.42	2.0895	0.05483	0.13926	0.0041655	0.58558	0.0057577	1.7068	0.017068	0.2274	0.00098757	2971.5	24.038	3030.4	7.1209	1.9454	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	12	12.1	286.62	323.01	1.1269	0.049692	0.14112	0.0081358	0.59292	0.0053904	1.6857	0.015632	0.22744	0.0017327	3001.3	22.502	3031	12.3	0.98123	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	35	35.1	485.16	503.24	1.0373	0.038974	0.15863	0.0080962	0.60314	0.0048064	1.6573	0.013553	0.2275	0.00068784	3042.5	20.121	3032.1	4.9237	-0.34215	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	10	10.1	351.3	322.15	0.91704	-0.0060074	0.15209	0.0095057	0.59962	0.0051841	1.6678	0.014742	0.2272	0.00081016	3028.3	21.621	3032.8	5.7267	0.14866	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	1	1.1	292.25	232.13	0.79429	-0.036772	0.17282	0.013022	0.60791	0.0056034	1.6456	0.015465	0.22706	0.00088822	3061.6	23.16	3033.7	6.3427	-0.92006	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	26	26.1	258.42	254.57	0.98509	-0.024445	0.15393	0.0097495	0.6005	0.0057161	1.6657	0.016147	0.22744	0.0009367	3031.9	23.689	3035.6	6.6509	0.12406	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	20	20.1	237.3	279.74	1.1789	0.01774	0.12186	0.0058418	0.57248	0.0055306	1.7465	0.017174	0.22785	0.00097393	2918	23.299	3035.9	6.9006	3.8834	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	9	9.1	200.69	290.73	1.4486	0.043809	0.16136	0.0078153	0.60361	0.0063158	1.656	0.017589	0.22811	0.0010829	3044.3	26	3036.1	7.7454	-0.27025	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	17	17.1	391.38	507.5	1.2967	0.043694	0.14816	0.009271	0.59597	0.0076313	1.6772	0.021695	0.22817	0.00077162	3013.6	31.319	3036.6	5.5155	0.75693	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	13	13.1	351.01	428.73	1.2214	0.012103	0.13703	0.0060473	0.58805	0.0050934	1.7003	0.015055	0.22796	0.00081177	2981.5	21.391	3037	5.7346	1.8282	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	2	2.1	363.02	286.88	0.79025	0.033758	0.149	0.010416	0.59847	0.0051131	1.6704	0.014596	0.22819	0.00078177	3023.7	21.357	3037.3	5.5654	0.44883	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	39	39.1	382.79	307.18	0.80249	0.010574	0.13577	0.01019	0.59319	0.0053887	1.6856	0.015623	0.22807	0.00075843	3002.3	22.492	3037.9	5.3515	1.1703	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	36	36.1	289.49	324.25	1.1201	0.013982	0.12025	0.020117	0.57616	0.017686	1.7354	0.053365	0.22819	0.00086845	2933.1	72.535	3038.5	6.1329	3.4719	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	33	33.1	324.46	316.37	0.97507	0.013101	0.10483	0.029262	0.5651	0.024709	1.7694	0.077435	0.2282	0.00084198	2887.7	101.91	3038.7	5.9434	4.9694	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	28	28.1	278.53	346.65	1.2445	0.025348	0.14808	0.0073157	0.59641	0.0056604	1.6763	0.016203	0.22836	0.00095682	3015.4	23.52	3039	6.7826	0.77867	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	6	6.1	205.47	208.67	1.0156	0.019698	0.14735	0.009613	0.59745	0.0060387	1.6734	0.01719	0.22838	0.0010281	3019.6	24.994	3039.5	7.2708	0.65616	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	16	16.1	271.31	225.39	0.83074	-0.015238	0.14331	0.010834	0.59709	0.0055648	1.675	0.015911	0.22812	0.00090907	3018.1	23.137	3039.9	6.4145	0.71565	TRUE	0.005318523	0.5	0.183926856	204
242498.1	S	32	32.1	393.74	317.54	0.80646	0.014673	0.10979	0.021632	0.577	0.013968	1.7329	0.042069	0.2284	0.00073095	2936.5	57.352	3040	5.1576	3.4041	TRUE	0.005318523	0.5	0.183926856	204
