Geochronid	Grp no	Spot no	Grain spot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	Calibration Uncertainty included	calibration const	1 sigma external error	1 sigma internal error	ComPb_cor_meth
242455.1	I	7	7.1	175.46	68.915	0.39276	0.065994	1.7316	0.015874	0.21772	0.00077013	1.7328	0.015888	0.21713	0.00079065	2936.9	22.018	2959.5	5.8738	0.76312	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	10	10.1	194.15	91.508	0.47132	0.03571	1.7181	0.015221	0.21796	0.00071196	1.7187	0.015228	0.21765	0.00072223	2956.2	21.415	2963.4	5.3509	0.24236	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	6	6.1	103.52	82.991	0.80167	0.1155	1.7656	0.018448	0.21911	0.001014	1.7676	0.01848	0.21809	0.0010613	2890.3	24.683	2966.6	7.8452	2.5729	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	9	9.1	29.788	12.479	0.41892	0.27745	1.6821	0.027396	0.22055	0.001847	1.6868	0.027523	0.21809	0.0020477	3001	39.379	2966.6	15.136	-1.1587	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	14	14.1	274.89	141.63	0.51523	0.011501	1.7496	0.014702	0.21857	0.00099756	1.7498	0.014705	0.21847	0.00099942	2914	20.118	2969.4	7.3728	1.867	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	12	12.1	148.85	48.013	0.32255	-0.0068416	1.7482	0.022497	0.21877	0.00082519	1.748	0.022496	0.21883	0.00082737	2916.3	30.463	2972.1	6.092	1.8787	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	5	5.1	146.39	112.58	0.76901	0.021079	1.711	0.01635	0.21933	0.00083562	1.7113	0.016355	0.21914	0.00084275	2966.5	23.103	2974.4	6.1955	0.26595	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	8	8.1	141.34	73.964	0.52329	0.24003	1.7295	0.016653	0.22128	0.00087901	1.7337	0.01671	0.21915	0.00096097	2935.7	23.098	2974.5	7.0642	1.3037	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	1	1.1	211.3	77.152	0.36513	0.024525	1.68	0.014915	0.21954	0.0012569	1.6804	0.01492	0.21932	0.001261	3010.1	21.775	2975.7	9.2613	-1.1547	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	3	3.1	123.28	51.424	0.41712	0.055455	1.7264	0.027208	0.21982	0.00095979	1.7274	0.027226	0.21933	0.00098114	2944.3	37.483	2975.8	7.2057	1.0576	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	4	4.1	127.68	113.63	0.88998	0.1904	1.9398	0.019231	0.22109	0.0010315	1.9435	0.019287	0.2194	0.0011079	2676	22.034	2976.3	8.1333	10.089	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	13	13.1	181.42	69.089	0.38083	0.06919	1.7581	0.01572	0.22058	0.00073452	1.7594	0.015734	0.21997	0.00075452	2901.2	21.282	2980.5	5.5231	2.659	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	11	11.1	202	106.52	0.52734	0.036238	1.7522	0.015484	0.22035	0.0011514	1.7528	0.015492	0.22002	0.0011582	2909.9	21.092	2980.9	8.4755	2.3806	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	15	4.2	218.73	85.224	0.38962	0.020429	1.7741	0.015514	0.2203	0.0007185	1.7745	0.015518	0.22011	0.00072435	2881.3	20.711	2981.5	5.2982	3.3627	TRUE	0.004944094	0.586192672	0.235418742	204
242455.1	I	2	2.1	116.49	40.223	0.3453	0.086109	1.7098	0.01718	0.2211	0.0009261	1.7112	0.017201	0.22034	0.00095791	2966.6	24.262	2983.2	6.9985	0.55679	TRUE	0.004944094	0.586192672	0.235418742	204
