Geochronid	Grpno	Spotno	Grainspot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	CalibrationUncertaintyincluded	calibrationconst	1sigmaexternalerror	1sigmainternalerror	ComPb_cor_meth
181127.1	Y	47	45.1	152	78	0.51	0.244	8.85	0.148	0.06443	0.00132	8.872	0.152			689	11								
181127.1	Y	38	36.1	161	77	0.48	0.355	8.826	0.147	0.0654	0.00134	8.858	0.152			690	11								
181127.1	Y	46	44.1	124	127	1.02	0.372	8.63	0.15	0.06592	0.00146	8.663	0.155			704	12								
181127.1	S	20	4.2	238	145	0.61	0.105	7.369	0.139	0.06728	0.00079	7.376	0.144			820	15								
181127.1	S	11	11.1	110	69	0.63	0.2	7.355	0.148	0.0681	0.00178	7.37	0.154			820	16								
181127.1	S	21	11.2	134	78	0.58	0.328	7.272	0.146	0.0694	0.00106	7.296	0.151			828	16								
181127.1	S	4	4.1	236	131	0.56	0.132	7.247	0.137	0.06792	0.00079	7.257	0.141			832	15								
181127.1	S	39	37.1	198	160	0.81	0.13	7.045	0.113	0.06862	0.00108	7.055	0.117			855	13								
181127.1	S	52	50.1	126	125	0.99	0.148	6.916	0.119	0.06924	0.00133	6.926	0.123			869	14								
181127.1	S	51	49.1	164	68	0.41	0.324	6.813	0.112	0.07106	0.0012	6.835	0.117			880	14								
181127.1	S	42	40.1	61	42	0.69	0.058	6.693	0.135	0.06943	0.00193	6.697	0.141			897	18								
181127.1	S	56	54.1	116	108	0.93	0.682	5.28	0.093	0.08234	0.00141	5.316	0.098			1111	19								
181127.1	S	13	13.1	132	167	1.27	0.72	5.166	0.101	0.08357	0.00103	5.204	0.108			1133	21								
181127.1	S	35	33.1	139	160	1.15	0.628	5.106	0.087	0.0833	0.00131	5.139	0.093			1146	19								
181127.1	S	57	55.1	261	239	0.92	0.097	5.101	0.079	0.07905	0.00091	5.106	0.083			1153	17								
181127.1	S	14	14.1	86	78	0.91	0.639	5.057	0.102	0.08382	0.00121	5.089	0.109			1157	23								
181127.1	S	25	23.1	190	129	0.68	0.266	5.071	0.082	0.08067	0.00106	5.084	0.086			1158	18								
181127.1	S	40	38.1	59	60	1.02	0.661	5.051	0.101	0.08405	0.00187	5.084	0.108			1158	22								
181127.1	S	18	18.1	194	147	0.76	0.336	5.066	0.097	0.08128	0.00084	5.083	0.102			1158	21								
181127.1	S	24	22.1	117	154	1.32	0.726	5.043	0.088	0.08461	0.00138	5.08	0.093			1158	20								
181127.1	S	55	53.1	65	63	0.97	0.728	5.038	0.1	0.08459	0.00188	5.075	0.107			1159	22								
