Geochronid	Grpno	Spotno	Grainspot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	CalibrationUncertaintyincluded	calibrationconst	1sigmaexternalerror	1sigmainternalerror	ComPb_cor_meth
181127.1	S	31	29.1	224	121	0.54	0.36	5.032	0.078	0.08176	0.00091	5.05	0.083			1165	18								
181127.1	S	22	20.1	179	205	1.15	0.462	5.022	0.082	0.08267	0.0011	5.046	0.087			1166	18								
181127.1	S	7	7.1	133	120	0.9	0.248	5.025	0.098	0.08089	0.00156	5.038	0.104			1167	22								
181127.1	S	33	31.1	184	183	0.99	0.155	5.027	0.082	0.08014	0.0011	5.035	0.086			1168	18								
181127.1	S	23	21.1	103	151	1.47	0.474	5.004	0.09	0.08289	0.00146	5.028	0.095			1169	20								
181127.1	S	41	39.1	359	285	0.79	0.329	4.999	0.075	0.0818	0.00076	5.015	0.079			1172	17								
181127.1	S	27	25.1	96	94	0.98	0.372	4.982	0.09	0.08226	0.0015	5.001	0.096			1175	21								
181127.1	S	2	2.1	88	96	1.09	-0.042	4.997	0.101	0.07882	0.00111	4.995	0.106			1177	23								
181127.1	S	10	10.1	128	145	1.13	0.361	4.975	0.099	0.08223	0.00096	4.993	0.105			1177	23								
181127.1	S	28	26.1	256	411	1.61	0.163	0.498	0.085	0.08061	0.00092	4.988	0.09			1178	19								
181127.1	S	50	48.1	220	190	0.86	0.124	4.977	0.09	0.08032	0.00123	4.983	0.095			1179	21								
181127.1	S	54	52.1	104	106	1.02	0.224	4.97	0.087	0.08118	0.00138	4.981	0.093			1179	20								
181127.1	S	34	32.1	65	55	0.85	0.426	4.959	0.099	0.08294	0.00184	4.98	0.105			1180	23								
181127.1	S	17	17.1	131	135	1.03	0.08	4.968	0.097	0.08004	0.00095	4.972	0.102			1181	22								
181127.1	S	32	30.1	74	79	1.07	0.404	4.951	0.096	0.0828	0.00177	4.971	0.102			1182	22								
181127.1	S	19	19.1	86	70	0.81	0.23	4.956	0.1	0.08135	0.00116	4.967	0.106			1182	23								
181127.1	S	12	12.1	130	108	0.83	0.128	4.959	0.097	0.08052	0.00099	4.965	0.103			1183	22								
181127.1	S	53	51.1	84	86	1.02	0.306	4.948	0.108	0.082	0.00156	4.963	0.115			1183	25								
181127.1	S	9	9.1	125	130	1.04	0.215	4.947	0.097	0.08133	0.00149	4.957	0.102			1185	22								
181127.1	S	8	8.1	102	126	1.24	0.303	4.936	0.098	0.08213	0.00111	4.951	0.104			1186	23								
181127.1	S	30	28.1	176	131	0.74	0.207	4.926	0.08	0.08143	0.00108	4.936	0.085			1189	19								
181127.1	S	37	35.1	179	139	0.78	0.009	4.935	0.08	0.07976	0.00106	4.936	0.084			1189	19								
181127.1	S	6	6.1	162	129	0.82	-0.018	4.924	0.095	0.07965	0.00086	4.923	0.1			1192	22								
181127.1	S	29	27.1	106	84	0.82	0.274	4.899	0.088	0.0822	0.00146	4.912	0.093			1194	21								
181127.1	S	48	46.1	209	136	0.67	0.048	4.905	0.08	0.08034	0.00098	4.907	0.084			1196	19								
181127.1	S	36	34.1	93	125	1.39	-0.167	4.914	0.089	0.07857	0.00149	4.906	0.095			1196	21								
181127.1	S	15	15.1	165	190	1.19	0.099	4.901	0.094	0.08079	0.00093	4.906	0.099			1196	22								
181127.1	S	3	3.1	82	68	0.86	-0.039	4.888	0.102	0.0798	0.00117	4.886	0.108			1200	24								
181127.1	S	43	41.1	89	77	0.89	0.226	4.864	0.108	0.08212	0.00151	4.875	0.114			1203	26								
181127.1	S	44	42.1	65	59	0.94	0.22	4.85	0.13	0.0822	0.00175	4.861	0.138			1206	31								
181127.1	S	1	1.1	96	90	0.98	0.204	4.835	0.096	0.08223	0.00191	4.845	0.103			1210	23								
181127.1	S	49	47.1	265	90	0.35	0.162	4.623	0.071	0.084	0.00083	4.631	0.075			1260	19								
181127.1	S	45	43.1	34	29	0.88	0.106	3.594	0.081	0.09862	0.0021	3.598	0.09			1581	35								
181127.1	S	5	5.1	111	94	0.87	0.142	3.529	0.069	0.10028	0.00107	3.534	0.076			1606	30								
181127.1	D	16	16.1	63	79	1.3	1.063	9.325	0.243	0.06995	0.0029	9.425	0.253			650	17								
181127.1	D	26	24.1	224	310	1.43	1.855	5.234	0.083	0.09234	0.00108	5.333	0.089			1108	17								
