year,mount_id,samples_missing_count,samples_high_priority_count,samples_medium_priority_count,samples_low_priority_count,samples_with_documents_flag_y,samples_with_available_flag_y,candidate_mount_directory_url,candidate_mount_zip_url,doc_types_seen,example_igsn_links,example_samples
1996,96-31,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-31,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-31/96-31.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB00071,N4436
1996,96-39,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-39,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-39/96-39.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB0007E,N4259
1996,96-44,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-44,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-44/96-44.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB0007K,N3162
1996,96-46,1,1,0,0,1,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-46,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-46/96-46.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB001WY,ANORT.
1996,96-66,1,1,0,0,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-66,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-66/96-66.zip,,http://hdl.handle.net/10273/XXAB001X6,79/16
1996,96-67,1,1,0,0,1,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-67,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-67/96-67.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB001X8,79/16
1996,96-68,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-68,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-68/96-68.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB0008G,N4450
1996,96-74,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-74,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-74/96-74.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB0008W,P3
1997,97-23,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-23,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-23/97-23.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB000AW,EMD-10
1997,97-31,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-31,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-31/97-31.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB001XA,SD-6
1997,97-32,1,1,0,0,1,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-32,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-32/97-32.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB001XC,J3
1997,97-33,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-33,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-33/97-33.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB000BD,J2
1997,97-49,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-49,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-49/97-49.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB000C9,9796 9245
1998,98-05,1,1,0,0,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-05,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-05/98-05.zip,,http://hdl.handle.net/10273/XXAB000CR,9796 9256B
1998,98-100,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-100,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-100/98-100.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB000D7,E203
1998,98-16,1,1,0,0,1,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-16,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-16/98-16.zip,SHRIMP Logsheet,,XTC
1998,98-29,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-29,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-29/98-29.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000E8,U919/1
1998,98-44,1,1,0,0,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-44,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-44/98-44.zip,,http://hdl.handle.net/10273/XXAB001XX,XTC
1998,98-60,1,1,0,0,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-60,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-60/98-60.zip,,http://hdl.handle.net/10273/XXAB001Y3,XTC
1998,98-71,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-71,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-71/98-71.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000FL,DYKE 2 240/4
1998,98-74,1,1,0,0,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-74,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-74/98-74.zip,,http://hdl.handle.net/10273/XXAB000FS,9796 7152
1998,98-82,1,1,0,0,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-82,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-82/98-82.zip,,http://hdl.handle.net/10273/XXAB001YC,XTC
1998,98-84,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-84,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-84/98-84.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000G4,9796 9256B
1999,99-08,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-08,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-08/99-08.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000H2,9896 7001A
1999,99-14,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-14,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-14/99-14.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000HL,9896 7102E
1999,99-53,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-53,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-53/99-53.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB000JU,E265
1999,99-55,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-55,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-55/99-55.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB001YQ,SDD 303
1999,99-70,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-70,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-70/99-70.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB001Z1,MW-2
1999,99-71,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-71,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-71/99-71.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000KO,9996-4003
1999,99-82,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-82,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-82/99-82.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000L0,AGC848
2000,A-30,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-30,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-30/A-30.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000MU,SR-01
2000,A-37,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-37,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-37/A-37.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000NL,TR-01
2000,A-39,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-39,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-39/A-39.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000NS,TR-02
2001,B-12,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-12,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-12/B-12.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000Q9,E374
2001,B-13,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-13,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-13/B-13.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000QC; http://hdl.handle.net/10273/XXAB000QD,E375
2001,B-60,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-60,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-60/B-60.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000T6,YILGANGIE
2002,C-100,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-100,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-100/C-100.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB000V7,BWRCD 618 378.7
2002,C-111,1,1,0,0,1,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-111,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-111/C-111.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB00231,E416
2002,C-16,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-16,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-16/C-16.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB000WW,E396
2002,C-33,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-33,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-33/C-33.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000Y4,E401
2002,C-48,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-48,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-48/C-48.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB000YM,E400
2002,C-69,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-69,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-69/C-69.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB000YQ,PAR-12 HANDPICKED#
2002,C-71,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-71,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-71/C-71.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB000YV,E410
2004,04-139,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2004/04-139,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2004/04-139/04-139.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB001BF,E525
2004,04-141,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2004/04-141,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2004/04-141/04-141.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB001BH,GWALIA SLATE
2006,06-65,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2006/06-65,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2006/06-65/06-65.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB001LI,FB-12
2006,06-66,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2006/06-66,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2006/06-66/06-66.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB001LK,SDA
2008,08-14,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2008/08-14,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2008/08-14/08-14.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB001MQ,A1PGM
2008,08-15,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2008/08-15,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2008/08-15/08-15.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB001MS,A1 PGM
2008,08-18,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2008/08-18,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2008/08-18/08-18.zip,"SHRIMP Logsheet, Notebook Sketch",http://hdl.handle.net/10273/XXAB001MU,A12F
2008,08-25,1,1,0,0,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2008/08-25,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2008/08-25/08-25.zip,,http://hdl.handle.net/10273/XXAB001MW,TPD 305 360.5-361.5M
2009,09-10,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2009/09-10,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2009/09-10/09-10.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB001N4,TM02 (MD20)
2009,09-11,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2009/09-11,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2009/09-11/09-11.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB001N6,TM02 (MD21)
2009,09-12,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2009/09-12,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2009/09-12/09-12.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB001N8,TM01 (MD22)
2009,09-13,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2009/09-13,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2009/09-13/09-13.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB001NA,TM01 (MD23)
2009,09-15,1,1,0,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2009/09-15,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2009/09-15/09-15.zip,SHRIMP Logsheet,,MD3
2019,19-07,12,0,0,12,0,12,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-07,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-07/19-07.zip,,http://hdl.handle.net/10273/XXAB001U2; http://hdl.handle.net/10273/XXAB001U3; http://hdl.handle.net/10273/XXAB001U4; http://hdl.handle.net/10273/XXAB001U5; http://hdl.handle.net/10273/XXAB001U6,B41A-21; B41A-22; B41A-23; B41A-24; B41A-25; B41B-26; B41B-27; B41B-28
2019,19-08,12,0,0,12,0,12,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-08,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-08/19-08.zip,,http://hdl.handle.net/10273/XXAB001UF; http://hdl.handle.net/10273/XXAB001UG; http://hdl.handle.net/10273/XXAB001UH; http://hdl.handle.net/10273/XXAB001UI; http://hdl.handle.net/10273/XXAB001UJ,B41B-33; B41C-34; B41C-35; B41C-36; B41C-37; B41C-38; B41C-39; B41C-40
2019,19-10,10,0,0,10,0,10,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-10,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-10/19-10.zip,,http://hdl.handle.net/10273/XXAB001V1; http://hdl.handle.net/10273/XXAB001V2; http://hdl.handle.net/10273/XXAB001V3; http://hdl.handle.net/10273/XXAB001V4; http://hdl.handle.net/10273/XXAB001V5,B38C-10; B38C-11; B38C-12; B38C-13; B38C-9; B38D-14; B38D-15; B38D-16
2019,19-09,8,0,0,8,0,8,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-09,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-09/19-09.zip,,http://hdl.handle.net/10273/XXAB001US; http://hdl.handle.net/10273/XXAB001UT; http://hdl.handle.net/10273/XXAB001UU; http://hdl.handle.net/10273/XXAB001UV; http://hdl.handle.net/10273/XXAB001UW,B38A-1; B38A-2; B38A-3; B38A-4; B38A-5; B38B-6; B38B-7; B38B-8
1994,94-12,4,0,0,4,0,4,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-12,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-12/94-12.zip,,http://hdl.handle.net/10273/XXAB0000M; http://hdl.handle.net/10273/XXAB0000N; http://hdl.handle.net/10273/XXAB0000O; http://hdl.handle.net/10273/XXAB0000P,173/40-41; 8400-5/60-65; KI/80; KI/84
2017,17-22,4,0,0,4,0,4,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-22,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-22/17-22.zip,,http://hdl.handle.net/10273/XXAB001SB; http://hdl.handle.net/10273/XXAB001SC; http://hdl.handle.net/10273/XXAB001SD; http://hdl.handle.net/10273/XXAB001SE,396390; 396392; 396393; 396394
2017,17-23,4,0,0,4,0,4,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-23,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-23/17-23.zip,,http://hdl.handle.net/10273/XXAB001SG; http://hdl.handle.net/10273/XXAB001SH; http://hdl.handle.net/10273/XXAB001SI; http://hdl.handle.net/10273/XXAB001SJ,396391; 396395; 396396; 396397
1995,95-08,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-08,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-08/95-08.zip,,http://hdl.handle.net/10273/XXAB0002F; http://hdl.handle.net/10273/XXAB0002G; http://hdl.handle.net/10273/XXAB0002H,JBS33; JS20; JS44
1995,95-09,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-09,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-09/95-09.zip,,http://hdl.handle.net/10273/XXAB0002J; http://hdl.handle.net/10273/XXAB0002K; http://hdl.handle.net/10273/XXAB0002L,YQ19; YQ22; YQ6
1995,95-10,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-10,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-10/95-10.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB0002N; http://hdl.handle.net/10273/XXAB0002O; http://hdl.handle.net/10273/XXAB0002P,YQ13; YQ14; YQ21
1999,99-47,3,0,0,3,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-47,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-47/99-47.zip,,http://hdl.handle.net/10273/XXAB001YM; http://hdl.handle.net/10273/XXAB001YN; http://hdl.handle.net/10273/XXAB001YO,CD319 716 SMB; STEERE R. PICKED; STEERE R. RANDOM
2001,01-41,3,0,0,3,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/01-41,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/01-41/01-41.zip,,http://hdl.handle.net/10273/XXAB000PG; http://hdl.handle.net/10273/XXAB000PH; http://hdl.handle.net/10273/XXAB000PJ,AMY; W127; W172
2011,11-21,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2011/11-21,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2011/11-21/11-21.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB001O6,HB08-5; HB08-6; HB08-8A (NM)
2012,12-21,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2012/12-21,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2012/12-21/12-21.zip,,http://hdl.handle.net/10273/XXAB001P5,HB08-5; HB08-6; HB08-8A
2017,17-02,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-02,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-02/17-02.zip,,http://hdl.handle.net/10273/XXAB001R8; http://hdl.handle.net/10273/XXAB001R9; http://hdl.handle.net/10273/XXAB001RA,DI-1; GG-1; GG-2
2018,18-06,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2018/18-06,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2018/18-06/18-06.zip,,http://hdl.handle.net/10273/XXAB001TH; http://hdl.handle.net/10273/XXAB001TI; http://hdl.handle.net/10273/XXAB001TJ,JG01; JG02; JG03
1994,94-16,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-16,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-16/94-16.zip,,http://hdl.handle.net/10273/XXAB0000X; http://hdl.handle.net/10273/XXAB0000Y,BM01; CALOOLI
1995,95-39,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-39,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-39/95-39.zip,,http://hdl.handle.net/10273/XXAB0004S; http://hdl.handle.net/10273/XXAB0004T,YQ13; YQ14
1995,95-40,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-40,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-40/95-40.zip,,http://hdl.handle.net/10273/XXAB0004V; http://hdl.handle.net/10273/XXAB0004W,95YQ-GF; YQ10
1996,96-59,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-59,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-59/96-59.zip,,http://hdl.handle.net/10273/XXAB0008A; http://hdl.handle.net/10273/XXAB0008B,FORTRESS HILL; JUPITER
1997,97-04,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-04,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-04/97-04.zip,,http://hdl.handle.net/10273/XXAB0009O; http://hdl.handle.net/10273/XXAB0009P; http://hdl.handle.net/10273/XXAB0009Q,JUNDEE; P1
1997,97-12,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-12,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-12/97-12.zip,,http://hdl.handle.net/10273/XXAB000A2; http://hdl.handle.net/10273/XXAB000A3,KU-1; MQ
2001,B-31,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-31,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-31/B-31.zip,,http://hdl.handle.net/10273/XXAB000RB; http://hdl.handle.net/10273/XXAB000RC,KU-5; PD-2
2001,B-50,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-50,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-50/B-50.zip,,http://hdl.handle.net/10273/XXAB000SY; http://hdl.handle.net/10273/XXAB000SZ,17580N 1; 17580N 2
2001,B-67,2,0,0,2,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-67,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-67/B-67.zip,,http://hdl.handle.net/10273/XXAB00221; http://hdl.handle.net/10273/XXAB00222,17580N; 17580N MAG III
2001,B-90,2,0,0,2,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-90,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-90/B-90.zip,,http://hdl.handle.net/10273/XXAB00224; http://hdl.handle.net/10273/XXAB00225,WB 107P; WW 108
2001,B-91,2,0,2,0,2,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-91,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-91/B-91.zip,SHRIMP Log information,http://hdl.handle.net/10273/XXAB000UV; http://hdl.handle.net/10273/XXAB000UW,E387; E392
2001,B-92,2,0,2,0,2,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-92,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-92/B-92.zip,SHRIMP Log information,http://hdl.handle.net/10273/XXAB000UZ,BWRCD 2145; BWRCD 2726B
2005,05-02,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2005/05-02,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2005/05-02/05-02.zip,,http://hdl.handle.net/10273/XXAB001GE; http://hdl.handle.net/10273/XXAB001GF,METQTZ1; TUQZ3
2005,05-20,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2005/05-20,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2005/05-20/05-20.zip,,http://hdl.handle.net/10273/XXAB001HI; http://hdl.handle.net/10273/XXAB001HJ,3CBS; HORSE 01
2006,06-58,2,0,2,0,2,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2006/06-58,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2006/06-58/06-58.zip,Notebook Sketch,http://hdl.handle.net/10273/XXAB001L3; http://hdl.handle.net/10273/XXAB001L4,FB-01 FINER; FB-10 FINER
