sample_id,geochronid,analysis_document,group_id,spot_no,grain_spot,u238_ppm,th232_ppm,th232_u238,f204_pct,u238_pb206_ratio,u238_pb206_ratio_1sigma,pb207_pb206_ratio,pb207_pb206_ratio_1sigma,u238_pb206_star_ratio,u238_pb206_star_ratio_1sigma,pb207_star_pb206_star_ratio,pb207_star_pb206_star_ratio_1sigma,u238_pb206_star_date_ma,u238_pb206_star_date_1sigma_ma,pb207_star_pb206_star_date_ma,pb207_star_pb206_star_date_1sigma_ma,disc_pct
209650,209650.1,209650.1.pdf,D,18,18.1,304,231,0.76,0.696,3.769,0.156,0.18970,0.00093,3.795,0.157,0.18349,0.00140,1508,56,2685,13,43.8
209650,209650.1,209650.1.pdf,D,5,5.1,120,62,0.52,0.383,2.051,0.026,0.19311,0.00117,2.059,0.027,0.18970,0.00143,2552,27,2740,12,6.8
209650,209650.1,209650.1.pdf,D,16,16.1,334,123,0.37,0.228,2.060,0.021,0.19198,0.00084,2.065,0.021,0.18995,0.00095,2546,22,2742,8,7.1
209650,209650.1,209650.1.pdf,D,4,4.1,162,51,0.31,-0.066,1.936,0.022,0.20881,0.00099,1.935,0.022,0.20939,0.00102,2685,25,2901,8,7.4
209651,209651.1,209651.1.pdf,I,13,13.1,95,42,0.44,0.204,1.937,0.027,0.18347,0.00147,1.941,0.027,0.18165,0.00163,2679,31,2668,15,-0.4
209651,209651.1,209651.1.pdf,I,4,4.1,336,121,0.36,0.024,2.105,0.020,0.18378,0.00076,2.106,0.020,0.18356,0.00077,2505,20,2685,7,6.7
209651,209651.1,209651.1.pdf,I,10,10.1,260,257,0.99,0.011,1.934,0.020,0.18392,0.00088,1.934,0.020,0.18383,0.00088,2686,23,2688,8,0.1
209651,209651.1,209651.1.pdf,I,16,16.1,119,87,0.73,0.093,1.918,0.025,0.18483,0.00130,1.920,0.026,0.18400,0.00137,2703,30,2689,12,-0.5
209651,209651.1,209651.1.pdf,I,5,5.1,187,78,0.42,0.466,2.272,0.026,0.18819,0.00116,2.282,0.026,0.18403,0.00143,2343,23,2690,13,12.9
209651,209651.1,209651.1.pdf,I,1,1.1,260,155,0.59,0.081,2.021,0.019,0.18543,0.00075,2.023,0.019,0.18470,0.00078,2589,21,2696,7,3.9
209651,209651.1,209651.1.pdf,I,11,11.1,139,91,0.66,-0.019,1.941,0.024,0.18470,0.00116,1.941,0.024,0.18487,0.00118,2679,28,2697,11,0.7
209651,209651.1,209651.1.pdf,I,6,6.1,204,213,1.04,0.245,2.017,0.022,0.18738,0.00101,2.022,0.022,0.18520,0.00114,2591,24,2700,10,4.0
209651,209651.1,209651.1.pdf,I,18,18.1,255,235,0.92,0.126,2.034,0.021,0.18649,0.00089,2.036,0.021,0.18536,0.00095,2575,22,2702,8,4.7
209651,209651.1,209651.1.pdf,I,7,7.1,160,123,0.77,0.285,2.331,0.123,0.18840,0.00124,2.337,0.123,0.18586,0.00141,2296,102,2706,13,15.2
209651,209651.1,209651.1.pdf,I,9,9.1,161,51,0.31,0.372,2.070,0.054,0.18930,0.00114,2.078,0.055,0.18599,0.00134,2533,55,2707,12,6.4
209651,209651.1,209651.1.pdf,I,12,12.1,104,87,0.83,0.000,1.954,0.026,0.18641,0.00140,1.954,0.026,0.18641,0.00140,2664,30,2711,12,1.7
209651,209651.1,209651.1.pdf,I,8,8.1,163,123,0.76,0.265,2.031,0.023,0.18903,0.00112,2.037,0.023,0.18667,0.00126,2575,25,2713,11,5.1
209651,209651.1,209651.1.pdf,I,17,17.1,155,49,0.31,-0.055,1.924,0.023,0.18713,0.00118,1.923,0.023,0.18763,0.00121,2699,27,2722,11,0.8
209651,209651.1,209651.1.pdf,I,14,14.1,42,22,0.54,-0.067,1.904,0.038,0.18759,0.00223,1.903,0.038,0.18819,0.00231,2723,45,2726,20,0.1
209651,209651.1,209651.1.pdf,I,2,2.1,317,219,0.69,0.175,2.059,0.080,0.19358,0.00668,2.063,0.080,0.19202,0.00670,2548,82,2760,57,7.7
209651,209651.1,209651.1.pdf,X,15,15.1,116,55,0.47,0.157,1.907,0.025,0.20269,0.00140,1.910,0.025,0.20129,0.00150,2715,30,2837,12,4.3
209651,209651.1,209651.1.pdf,P,3,3.1,173,38,0.22,0.000,2.982,0.063,0.11720,0.00102,2.982,0.063,0.11720,0.00102,1864,34,1914,16,2.6
210217,210217.1,210217.1.pdf,I,8,8.1,250,90,0.36,0.235,1.934,0.020,0.19160,0.00086,1.938,0.020,0.18950,0.00098,2682,23,2738,9,2.0
210217,210217.1,210217.1.pdf,I,17,17.1,186,97,0.52,-0.064,1.942,0.022,0.18913,0.00101,1.940,0.022,0.18971,0.00105,2680,25,2740,9,2.2
210217,210217.1,210217.1.pdf,I,6,6.1,284,112,0.39,0.137,1.922,0.019,0.19141,0.00132,1.924,0.019,0.19019,0.00136,2698,22,2744,12,1.7
210217,210217.1,210217.1.pdf,I,4,4.1,228,127,0.56,0.444,1.939,0.020,0.19439,0.00093,1.948,0.021,0.19043,0.00121,2671,23,2746,10,2.7
210217,210217.1,210217.1.pdf,I,3,3.1,447,51,0.11,0.046,1.925,0.017,0.19086,0.00061,1.926,0.017,0.19046,0.00063,2697,19,2746,5,1.8
210217,210217.1,210217.1.pdf,I,14,14.1,314,38,0.12,0.043,1.967,0.019,0.19145,0.00075,1.968,0.019,0.19106,0.00077,2649,21,2751,7,3.7
210217,210217.1,210217.1.pdf,I,1,1.1,312,81,0.26,0.024,1.873,0.018,0.19132,0.00073,1.874,0.018,0.19110,0.00074,2757,22,2752,6,-0.2
210217,210217.1,210217.1.pdf,I,10,10.1,353,86,0.24,0.095,1.982,0.018,0.19210,0.00069,1.984,0.018,0.19125,0.00073,2631,20,2753,6,4.4
210217,210217.1,210217.1.pdf,I,2,2.1,116,78,0.67,-0.066,1.972,0.025,0.19226,0.00120,1.971,0.025,0.19285,0.00125,2645,28,2767,11,4.4
210217,210217.1,210217.1.pdf,I,7,7.1,203,100,0.49,-0.070,1.888,0.021,0.19269,0.00095,1.887,0.021,0.19331,0.00099,2742,25,2771,8,1.0
210217,210217.1,210217.1.pdf,P,5,5.1,581,374,0.64,0.066,1.958,0.016,0.18910,0.00055,1.959,0.016,0.18852,0.00057,2659,18,2729,5,2.6
210217,210217.1,210217.1.pdf,P,9,9.1,114,42,0.37,0.000,1.951,0.026,0.18877,0.00124,1.951,0.026,0.18877,0.00124,2668,29,2731,11,2.3
210217,210217.1,210217.1.pdf,P,15,15.1,268,146,0.55,-0.050,1.936,0.019,0.18844,0.00080,1.935,0.019,0.18889,0.00083,2686,22,2733,7,1.7
210217,210217.1,210217.1.pdf,D,13,13.1,173,146,0.84,4.962,1.751,0.067,0.23210,0.01409,1.843,0.079,0.18784,0.02302,2795,98,2723,202,-2.6
210217,210217.1,210217.1.pdf,D,12,12.1,186,156,0.84,0.216,2.120,0.024,0.19224,0.00099,2.124,0.024,0.19031,0.00112,2487,23,2745,10,9.4
210217,210217.1,210217.1.pdf,D,16,16.1,158,165,1.04,1.033,5.033,1.614,0.20192,0.00467,5.086,1.631,0.19271,0.00505,1157,340,2765,43,58.2
210217,210217.1,210217.1.pdf,D,11,11.1,78,37,0.47,0.035,2.013,0.031,0.19399,0.00150,2.014,0.031,0.19368,0.00153,2599,33,2774,13,6.3
211120,211120.1,211120.1.pdf,Y,16,16.1,1454,339,0.23,0.017,2.072,0.023,0.17691,0.00030,2.072,0.023,0.17675,0.00031,2539,24,2623,3,3.2
211120,211120.1,211120.1.pdf,Y,91,16.2,2209,668,0.30,0.021,2.070,0.024,0.17777,0.00042,2.071,0.024,0.17759,0.00042,2540,25,2630,4,3.4
211120,211120.1,211120.1.pdf,S,53,53.1,1053,286,0.27,0.018,2.040,0.015,0.17790,0.00033,2.040,0.015,0.17774,0.00034,2571,16,2632,3,2.3
211120,211120.1,211120.1.pdf,S,35,35.1,894,158,0.18,0.024,1.987,0.015,0.18163,0.00060,1.988,0.015,0.18141,0.00061,2627,17,2666,6,1.4
211120,211120.1,211120.1.pdf,S,31,31.1,780,180,0.23,0.022,1.988,0.018,0.18221,0.00039,1.988,0.018,0.18201,0.00039,2627,20,2671,4,1.7
211120,211120.1,211120.1.pdf,S,83,83.1,1103,496,0.45,0.004,1.942,0.023,0.18208,0.00047,1.943,0.023,0.18205,0.00047,2677,27,2672,4,-0.2
211120,211120.1,211120.1.pdf,S,20,20.1,879,951,1.08,0.010,2.026,0.016,0.18376,0.00080,2.026,0.016,0.18367,0.00081,2586,17,2686,7,3.7
211120,211120.1,211120.1.pdf,S,2,2.1,1164,762,0.66,0.009,1.969,0.015,0.18443,0.00035,1.969,0.015,0.18435,0.00035,2647,17,2692,3,1.7
211120,211120.1,211120.1.pdf,S,29,29.1,845,212,0.25,0.008,2.034,0.016,0.18525,0.00043,2.035,0.016,0.18518,0.00044,2577,17,2700,4,4.5
211120,211120.1,211120.1.pdf,S,72,72.1,472,264,0.56,0.014,2.018,0.025,0.18534,0.00061,2.018,0.025,0.18522,0.00062,2595,27,2700,5,3.9
211120,211120.1,211120.1.pdf,S,63,63.1,714,179,0.25,0.032,1.962,0.024,0.18560,0.00056,1.962,0.024,0.18532,0.00056,2655,27,2701,5,1.7
211120,211120.1,211120.1.pdf,S,57,57.1,907,456,0.50,0.025,1.988,0.021,0.18568,0.00039,1.988,0.021,0.18546,0.00039,2627,23,2702,4,2.8
211120,211120.1,211120.1.pdf,S,58,58.1,659,474,0.72,0.012,1.975,0.015,0.18691,0.00043,1.975,0.015,0.18681,0.00044,2641,17,2714,4,2.7
211120,211120.1,211120.1.pdf,S,82,82.1,374,81,0.22,0.086,2.025,0.025,0.18830,0.00067,2.027,0.025,0.18754,0.00069,2586,27,2721,6,5.0
211120,211120.1,211120.1.pdf,S,27,27.1,484,227,0.47,0.017,1.997,0.017,0.18826,0.00052,1.998,0.017,0.18811,0.00052,2616,18,2726,5,4.0
211120,211120.1,211120.1.pdf,S,65,65.1,905,299,0.33,0.012,1.873,0.022,0.18823,0.00051,1.873,0.022,0.18812,0.00051,2757,28,2726,4,-1.2
211120,211120.1,211120.1.pdf,S,70,70.1,649,162,0.25,0.023,1.946,0.024,0.18849,0.00057,1.946,0.024,0.18828,0.00058,2673,27,2727,5,2.0
211120,211120.1,211120.1.pdf,S,81,81.1,641,202,0.32,0.021,1.951,0.024,0.18849,0.00080,1.951,0.024,0.18830,0.00081,2668,27,2727,7,2.2
211120,211120.1,211120.1.pdf,S,7,7.1,736,214,0.29,0.015,1.953,0.015,0.18864,0.00047,1.953,0.015,0.18851,0.00047,2665,18,2729,4,2.3
211120,211120.1,211120.1.pdf,S,6,6.1,475,78,0.16,0.064,1.920,0.016,0.18910,0.00056,1.921,0.016,0.18853,0.00058,2702,19,2729,5,1.0
211120,211120.1,211120.1.pdf,S,8,8.1,489,262,0.54,0.017,1.961,0.016,0.18879,0.00052,1.961,0.016,0.18864,0.00052,2656,18,2730,5,2.7
211120,211120.1,211120.1.pdf,S,36,36.1,667,176,0.26,0.017,1.981,0.016,0.18892,0.00044,1.981,0.016,0.18877,0.00044,2634,18,2731,4,3.6
211120,211120.1,211120.1.pdf,S,17,17.1,159,49,0.31,0.065,1.887,0.020,0.18950,0.00092,1.888,0.020,0.18892,0.00095,2740,24,2733,8,-0.3
211120,211120.1,211120.1.pdf,S,93,92.1,607,197,0.32,0.016,1.847,0.023,0.18909,0.00061,1.847,0.023,0.18895,0.00061,2789,29,2733,5,-2.1
211120,211120.1,211120.1.pdf,S,46,46.1,801,202,0.25,0.010,1.950,0.015,0.18919,0.00040,1.950,0.015,0.18910,0.00040,2668,17,2734,3,2.4
211120,211120.1,211120.1.pdf,S,32,32.1,663,289,0.44,0.023,1.947,0.015,0.18964,0.00045,1.948,0.015,0.18944,0.00046,2672,18,2737,4,2.4
211120,211120.1,211120.1.pdf,S,5,5.1,780,184,0.24,0.016,1.964,0.015,0.18964,0.00043,1.964,0.015,0.18950,0.00043,2653,17,2738,4,3.1
211120,211120.1,211120.1.pdf,S,19,19.1,821,232,0.28,-0.002,1.882,0.015,0.18985,0.00039,1.882,0.015,0.18987,0.00040,2747,18,2741,3,-0.2
211120,211120.1,211120.1.pdf,S,48,48.1,721,222,0.31,0.022,1.935,0.020,0.19010,0.00043,1.935,0.020,0.18990,0.00043,2685,23,2741,4,2.1
211120,211120.1,211120.1.pdf,S,88,88.1,427,302,0.71,0.016,1.909,0.024,0.19060,0.00071,1.909,0.024,0.19046,0.00072,2715,28,2746,6,1.1
211120,211120.1,211120.1.pdf,S,73,73.1,690,148,0.21,0.035,1.947,0.023,0.19089,0.00054,1.948,0.023,0.19057,0.00054,2671,27,2747,5,2.8
211120,211120.1,211120.1.pdf,S,13,13.1,264,63,0.24,0.243,1.949,0.018,0.19279,0.00074,1.954,0.018,0.19062,0.00085,2664,21,2748,7,3.0
211120,211120.1,211120.1.pdf,S,28,28.1,554,683,1.23,0.030,1.905,0.016,0.19090,0.00049,1.906,0.016,0.19063,0.00050,2719,19,2748,4,1.0
211120,211120.1,211120.1.pdf,S,60,60.1,585,219,0.37,0.038,1.963,0.016,0.19117,0.00047,1.964,0.016,0.19082,0.00048,2653,18,2749,4,3.5
211120,211120.1,211120.1.pdf,S,47,47.1,1143,168,0.15,0.005,1.931,0.014,0.19092,0.00059,1.931,0.014,0.19087,0.00059,2691,17,2750,5,2.2
211120,211120.1,211120.1.pdf,S,23,23.1,748,147,0.20,0.015,1.932,0.015,0.19114,0.00047,1.932,0.015,0.19100,0.00047,2689,18,2751,4,2.2
211120,211120.1,211120.1.pdf,S,4,4.1,597,323,0.54,0.057,1.965,0.016,0.19179,0.00048,1.966,0.016,0.19128,0.00049,2651,18,2753,4,3.7
211120,211120.1,211120.1.pdf,S,24,24.1,627,167,0.27,0.024,1.926,0.015,0.19155,0.00088,1.926,0.015,0.19134,0.00088,2696,18,2754,8,2.1
211120,211120.1,211120.1.pdf,S,11,11.1,275,75,0.27,0.031,1.957,0.018,0.19161,0.00064,1.958,0.018,0.19133,0.00065,2660,20,2754,6,3.4
211120,211120.1,211120.1.pdf,S,41,41.1,709,141,0.20,0.005,1.933,0.015,0.19156,0.00044,1.933,0.015,0.19152,0.00044,2688,18,2755,4,2.4
211120,211120.1,211120.1.pdf,S,49,49.1,600,475,0.79,0.017,1.944,0.016,0.19175,0.00048,1.945,0.016,0.19160,0.00048,2675,18,2756,4,2.9
211120,211120.1,211120.1.pdf,S,3,3.1,419,161,0.38,0.032,1.900,0.016,0.19195,0.00057,1.901,0.016,0.19166,0.00058,2725,20,2757,5,1.2
211120,211120.1,211120.1.pdf,S,92,91.1,457,136,0.30,0.004,1.964,0.024,0.19183,0.00064,1.964,0.024,0.19179,0.00064,2653,28,2758,5,3.8
211120,211120.1,211120.1.pdf,S,37,37.1,285,148,0.52,0.033,1.944,0.018,0.19218,0.00066,1.945,0.018,0.19189,0.00067,2675,20,2758,6,3.0
211120,211120.1,211120.1.pdf,S,40,40.1,252,90,0.36,0.027,1.974,0.019,0.19214,0.00082,1.974,0.019,0.19190,0.00082,2642,21,2759,7,4.2
211120,211120.1,211120.1.pdf,S,25,25.1,489,120,0.25,0.043,1.948,0.016,0.19229,0.00054,1.949,0.016,0.19191,0.00055,2670,19,2759,5,3.2
211120,211120.1,211120.1.pdf,S,80,80.1,219,71,0.33,0.022,1.953,0.026,0.19222,0.00083,1.953,0.026,0.19203,0.00084,2665,30,2760,7,3.4
211120,211120.1,211120.1.pdf,S,34,34.1,333,168,0.51,0.016,1.957,0.017,0.19218,0.00065,1.957,0.017,0.19204,0.00065,2661,20,2760,6,3.6
211120,211120.1,211120.1.pdf,S,42,42.1,321,117,0.37,0.005,1.885,0.017,0.19212,0.00123,1.885,0.017,0.19208,0.00123,2743,20,2760,11,0.6
211120,211120.1,211120.1.pdf,S,50,50.1,483,212,0.44,0.004,1.958,0.016,0.19217,0.00055,1.958,0.016,0.19213,0.00055,2660,19,2761,5,3.7
211120,211120.1,211120.1.pdf,S,94,93.1,496,121,0.24,0.006,1.907,0.023,0.19220,0.00060,1.907,0.023,0.19214,0.00060,2718,28,2761,5,1.5
211120,211120.1,211120.1.pdf,S,45,45.1,217,134,0.62,-0.016,1.917,0.019,0.19200,0.00081,1.917,0.019,0.19214,0.00081,2706,22,2761,7,2.0
211120,211120.1,211120.1.pdf,S,18,18.1,438,131,0.30,0.019,1.935,0.016,0.19232,0.00055,1.936,0.016,0.19215,0.00056,2685,19,2761,5,2.8
211120,211120.1,211120.1.pdf,S,62,62.1,519,127,0.24,0.029,1.888,0.023,0.19248,0.00062,1.889,0.023,0.19222,0.00062,2739,28,2761,5,0.8
211120,211120.1,211120.1.pdf,S,79,79.1,406,234,0.58,0.014,1.899,0.024,0.19238,0.00063,1.899,0.024,0.19226,0.00063,2727,28,2762,5,1.2
211120,211120.1,211120.1.pdf,S,56,56.1,241,98,0.41,0.041,1.933,0.018,0.19283,0.00074,1.933,0.018,0.19247,0.00076,2688,21,2763,6,2.7
211120,211120.1,211120.1.pdf,S,10,10.1,357,76,0.21,0.037,1.880,0.017,0.19316,0.00061,1.880,0.017,0.19284,0.00062,2749,20,2767,5,0.6
211120,211120.1,211120.1.pdf,S,86,86.1,262,87,0.33,0.014,1.962,0.026,0.19301,0.00083,1.962,0.026,0.19288,0.00083,2655,29,2767,7,4.0
211120,211120.1,211120.1.pdf,S,87,87.1,514,129,0.25,0.000,1.895,0.023,0.19291,0.00061,1.895,0.023,0.19291,0.00061,2732,28,2767,5,1.3
211120,211120.1,211120.1.pdf,S,54,54.1,268,121,0.45,0.057,1.888,0.024,0.19379,0.00079,1.889,0.024,0.19329,0.00080,2738,29,2770,7,1.2
211120,211120.1,211120.1.pdf,S,30,30.1,142,107,0.76,-0.021,1.877,0.020,0.19350,0.00091,1.876,0.020,0.19369,0.00092,2754,25,2774,8,0.7
211120,211120.1,211120.1.pdf,S,15,15.1,715,352,0.49,0.010,1.892,0.015,0.19453,0.00045,1.892,0.015,0.19445,0.00045,2735,18,2780,4,1.6
211120,211120.1,211120.1.pdf,S,14,14.1,955,160,0.17,0.031,1.896,0.014,0.19922,0.00038,1.897,0.014,0.19894,0.00038,2730,17,2818,3,3.1
211120,211120.1,211120.1.pdf,S,43,43.1,579,187,0.32,0.002,1.787,0.014,0.21242,0.00079,1.787,0.014,0.21240,0.00079,2865,19,2924,6,2.0
211120,211120.1,211120.1.pdf,S,76,76.1,366,129,0.35,0.037,1.773,0.022,0.21275,0.00071,1.774,0.022,0.21242,0.00072,2882,30,2924,6,1.4
211120,211120.1,211120.1.pdf,S,77,77.1,267,8,0.03,0.026,1.796,0.023,0.21520,0.00079,1.796,0.023,0.21497,0.00080,2853,31,2943,6,3.1
211120,211120.1,211120.1.pdf,S,89,89.1,227,67,0.29,0.023,1.769,0.023,0.21730,0.00083,1.769,0.023,0.21709,0.00084,2888,32,2959,6,2.4
211120,211120.1,211120.1.pdf,S,59,59.1,296,177,0.60,0.033,1.763,0.016,0.21822,0.00068,1.763,0.016,0.21793,0.00069,2896,21,2966,5,2.3
211120,211120.1,211120.1.pdf,S,1,1.1,604,194,0.32,0.016,1.767,0.014,0.21853,0.00048,1.768,0.014,0.21839,0.00048,2890,19,2969,4,2.6
211120,211120.1,211120.1.pdf,S,51,51.1,483,343,0.71,0.040,1.797,0.015,0.22120,0.00055,1.797,0.015,0.22084,0.00056,2852,19,2987,4,4.5
211120,211120.1,211120.1.pdf,S,22,22.1,482,12,0.02,0.073,1.670,0.020,0.23570,0.00061,1.671,0.020,0.23506,0.00062,3023,29,3087,4,2.1
211120,211120.1,211120.1.pdf,D,66,66.1,1846,876,0.47,0.038,3.163,0.037,0.14895,0.00045,3.164,0.037,0.14861,0.00046,1770,18,2330,5,24.0
211120,211120.1,211120.1.pdf,D,67,67.1,2100,2916,1.39,0.027,2.865,0.033,0.14958,0.00071,2.866,0.033,0.14934,0.00071,1930,20,2338,8,17.5
211120,211120.1,211120.1.pdf,D,71,71.1,1280,547,0.43,0.103,2.454,0.029,0.16461,0.00107,2.457,0.029,0.16369,0.00108,2201,23,2494,11,11.7
211120,211120.1,211120.1.pdf,D,38,38.1,871,198,0.23,0.106,2.469,0.019,0.16963,0.00046,2.472,0.019,0.16868,0.00049,2190,15,2545,5,13.9
211120,211120.1,211120.1.pdf,D,95,94.1,1449,2359,1.63,0.023,2.379,0.031,0.17018,0.00046,2.379,0.031,0.16997,0.00046,2262,25,2557,5,11.5
211120,211120.1,211120.1.pdf,D,39,39.1,2049,810,0.40,0.024,2.336,0.017,0.17079,0.00068,2.337,0.017,0.17057,0.00068,2297,14,2563,7,10.4
211120,211120.1,211120.1.pdf,D,26,26.1,1399,376,0.27,0.029,2.343,0.017,0.17312,0.00031,2.344,0.017,0.17286,0.00032,2291,15,2586,3,11.4
211120,211120.1,211120.1.pdf,D,74,74.1,1129,417,0.37,0.027,2.439,0.029,0.17607,0.00050,2.440,0.029,0.17583,0.00050,2215,23,2614,5,15.3
211120,211120.1,211120.1.pdf,D,75,75.1,1099,563,0.51,0.043,2.246,0.027,0.17718,0.00050,2.247,0.027,0.17679,0.00051,2373,24,2623,5,9.5
211120,211120.1,211120.1.pdf,D,44,44.1,709,163,0.23,0.074,2.307,0.018,0.17804,0.00072,2.308,0.018,0.17738,0.00074,2320,16,2629,7,11.7
211120,211120.1,211120.1.pdf,D,61,61.1,1002,224,0.22,0.022,2.146,0.016,0.18097,0.00060,2.147,0.016,0.18078,0.00061,2465,16,2660,6,7.3
211120,211120.1,211120.1.pdf,D,78,78.1,757,161,0.21,0.034,2.107,0.025,0.18238,0.00054,2.108,0.025,0.18208,0.00054,2503,26,2672,5,6.3
211120,211120.1,211120.1.pdf,D,21,21.1,1694,720,0.42,0.027,2.069,0.206,0.18251,0.01105,2.070,0.206,0.18227,0.01105,2541,209,2674,100,5.0
211120,211120.1,211120.1.pdf,D,69,69.1,939,225,0.24,0.024,2.174,0.026,0.18312,0.00053,2.174,0.026,0.18290,0.00053,2439,25,2679,5,9.0
211120,211120.1,211120.1.pdf,D,33,33.1,216,83,0.39,0.040,2.157,0.021,0.18342,0.00077,2.158,0.021,0.18307,0.00078,2455,20,2681,7,8.4
211120,211120.1,211120.1.pdf,D,64,64.1,735,262,0.36,0.015,2.063,0.025,0.18636,0.00057,2.063,0.025,0.18623,0.00057,2548,26,2709,5,6.0
211120,211120.1,211120.1.pdf,D,85,85.1,769,143,0.19,0.031,2.168,0.026,0.18805,0.00054,2.168,0.026,0.18778,0.00055,2445,25,2723,5,10.2
211120,211120.1,211120.1.pdf,D,55,55.1,740,188,0.25,0.036,2.057,0.016,0.18900,0.00044,2.058,0.016,0.18868,0.00045,2553,17,2731,4,6.5
211120,211120.1,211120.1.pdf,D,90,90.1,307,99,0.32,0.085,2.206,0.029,0.19064,0.00086,2.208,0.029,0.18988,0.00089,2408,27,2741,8,12.1
211120,211120.1,211120.1.pdf,D,9,9.1,495,69,0.14,0.029,2.057,0.017,0.19038,0.00054,2.058,0.017,0.19012,0.00055,2553,18,2743,5,6.9
211120,211120.1,211120.1.pdf,D,52,52.1,415,118,0.28,0.008,2.022,0.017,0.19217,0.00058,2.022,0.017,0.19209,0.00059,2590,18,2760,5,6.2
211120,211120.1,211120.1.pdf,D,84,84.1,888,460,0.52,0.014,1.986,0.024,0.20091,0.00052,1.986,0.024,0.20079,0.00053,2629,27,2833,4,7.2
211120,211120.1,211120.1.pdf,D,68,68.1,306,316,1.03,0.005,1.865,0.024,0.21615,0.00078,1.865,0.024,0.21610,0.00078,2768,30,2952,6,6.2
211120,211120.1,211120.1.pdf,D,12,12.1,611,37,0.06,0.009,1.642,0.013,0.26011,0.00187,1.642,0.013,0.26004,0.00187,3066,20,3247,11,5.6
212791,212791.1,212791.1.pdf,X,13,1.2,118,48,0.41,0.154,1.925,0.028,0.19597,0.00144,1.928,0.029,0.19460,0.00155,2694,34,2781,13,3.1
212791,212791.1,212791.1.pdf,X,1,1.1,120,48,0.40,0.068,1.881,0.020,0.19689,0.00096,1.882,0.020,0.19629,0.00099,2747,25,2796,8,1.7
212791,212791.1,212791.1.pdf,X,5,5.1,137,75,0.55,0.116,1.913,0.020,0.19768,0.00086,1.916,0.020,0.19666,0.00091,2708,23,2799,8,3.2
212791,212791.1,212791.1.pdf,X,8,8.1,347,195,0.56,0.064,1.911,0.016,0.19807,0.00056,1.912,0.016,0.19751,0.00058,2712,20,2806,5,3.4
212791,212791.1,212791.1.pdf,X,6,6.1,218,98,0.45,0.094,1.933,0.018,0.19855,0.00070,1.935,0.018,0.19772,0.00073,2685,21,2807,6,4.3
212791,212791.1,212791.1.pdf,X,7,7.1,1935,951,0.49,0.003,1.791,0.013,0.19918,0.00024,1.791,0.013,0.19915,0.00024,2860,18,2819,2,-1.4
212791,212791.1,212791.1.pdf,X,2,2.1,255,129,0.51,0.174,1.903,0.017,0.20070,0.00065,1.906,0.017,0.19916,0.00072,2719,21,2819,6,3.6
212791,212791.1,212791.1.pdf,X,11,11.1,732,361,0.49,0.003,1.877,0.015,0.19941,0.00039,1.877,0.015,0.19938,0.00039,2753,18,2821,3,2.4
212791,212791.1,212791.1.pdf,X,9,9.1,588,285,0.48,0.041,1.842,0.015,0.20009,0.00044,1.842,0.015,0.19973,0.00045,2795,19,2824,4,1.0
212791,212791.1,212791.1.pdf,X,3,3.1,673,508,0.75,0.035,1.794,0.014,0.20252,0.00039,1.795,0.014,0.20221,0.00040,2855,19,2844,3,-0.4
212791,212791.1,212791.1.pdf,X,15,5.2,99,38,0.38,0.000,1.912,0.030,0.20280,0.00154,1.912,0.030,0.20280,0.00154,2712,36,2849,12,4.8
212791,212791.1,212791.1.pdf,D,14,13.1,175,66,0.38,0.460,2.311,0.030,0.20205,0.00133,2.321,0.030,0.19795,0.00160,2309,27,2809,13,17.8
212791,212791.1,212791.1.pdf,D,10,10.1,143,91,0.63,0.204,2.131,0.022,0.19985,0.00093,2.135,0.022,0.19805,0.00101,2476,22,2810,8,11.9
212791,212791.1,212791.1.pdf,D,12,12.1,149,160,1.07,0.314,2.670,0.056,0.20467,0.00157,2.678,0.056,0.20187,0.00179,2045,37,2841,14,28.0
212791,212791.1,212791.1.pdf,D,4,4.1,812,589,0.73,0.013,3.519,0.032,0.13140,0.00038,3.519,0.032,0.13128,0.00039,1612,13,2115,5,23.8
215316,215316.1,215316.1.pdf,Y,50,48.2,214,39,0.18,0.181,3.093,0.043,0.10955,0.00064,3.093,0.043,0.10955,0.00064,1806,22,1792,11,-0.8
215316,215316.1,215316.1.pdf,Y,49,48.1,198,40,0.20,0.202,3.139,0.043,0.11074,0.00065,3.139,0.043,0.11074,0.00065,1783,22,1812,11,1.6
215316,215316.1,215316.1.pdf,S,68,66.1,287,63,0.22,0.005,2.015,0.027,0.18039,0.00060,2.015,0.027,0.18034,0.00060,2598,29,2656,6,2.2
215316,215316.1,215316.1.pdf,S,14,14.1,150,66,0.44,0.018,1.980,0.029,0.18150,0.00082,1.981,0.029,0.18134,0.00082,2635,32,2665,8,1.1
215316,215316.1,215316.1.pdf,S,44,43.1,330,151,0.46,-0.008,1.953,0.026,0.18146,0.00055,1.953,0.026,0.18153,0.00055,2666,29,2667,5,0.1
215316,215316.1,215316.1.pdf,S,93,91.1,105,44,0.42,-0.033,1.984,0.029,0.18178,0.00156,1.983,0.029,0.18207,0.00159,2632,32,2672,14,1.5
215316,215316.1,215316.1.pdf,S,42,41.1,161,99,0.61,0.000,1.993,0.028,0.18250,0.00077,1.993,0.028,0.18250,0.00077,2621,31,2676,7,2.0
215316,215316.1,215316.1.pdf,S,52,50.1,104,60,0.58,0.026,1.937,0.038,0.18525,0.00099,1.937,0.038,0.18501,0.00100,2683,43,2698,9,0.6
