sample_id,geochronid,analysis_document,parser_type,raw_row_text,group_id,spot_no,grain_spot,u238_ppm,th232_ppm,th232_u238,f204_pct,u238_pb206_ratio,u238_pb206_ratio_1sigma,pb207_pb206_ratio,pb207_pb206_ratio_1sigma,u238_pb206_star_ratio,u238_pb206_star_ratio_1sigma,pb207_star_pb206_star_ratio,pb207_star_pb206_star_ratio_1sigma,u238_pb206_star_date_ma,u238_pb206_star_date_1sigma_ma,pb207_star_pb206_star_date_ma,pb207_star_pb206_star_date_1sigma_ma,disc_pct,sample_dlat,sample_dlong,siteid,tectonic_unit,analysis_doc_link,recommended_reference,originator_name,location_join_mode,location_conflict_flag
112101,112101.1,112101.1.pdf,LEGACY_FREEFORM,11.1   345       194   130   0.668    0.10794   0.00181   0.12780   0.00403   0.3466   0.0105    5.158    0.188      109        1765    31,,,11.1,345,194,130,0.668,,,,,,,,,,,,,,-22.617007,122.29167,DRN112101,Talbot and Connaughton Terranes,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112101.1.pdf,"Nelson, DR 1996, 112101: biotite-epidote monzogranite gneiss, Larry Creek; Geochronology Record 522: Geological Survey of Western Australia, 4p.",Nelson D.R.,sample_id+geochronid,
112101,112101.1,112101.1.pdf,LEGACY_FREEFORM,12.1   567       818   247   0.354    0.10911   0.00084   0.40614   0.00255   0.3307   0.0034    4.975    0.068      103        1785    14,,,12.1,567,818,247,0.354,,,,,,,,,,,,,,-22.617007,122.29167,DRN112101,Talbot and Connaughton Terranes,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112101.1.pdf,"Nelson, DR 1996, 112101: biotite-epidote monzogranite gneiss, Larry Creek; Geochronology Record 522: Geological Survey of Western Australia, 4p.",Nelson D.R.,sample_id+geochronid,
112101,112101.1,112101.1.pdf,LEGACY_FREEFORM,13.1   269       108    95   0.202    0.11071   0.00105   0.1 12%   0.00216   0.3355   0.0036    5.121    0.077      103        1811    17,,,13.1,269,108,95,0.202,,,,,,,,,,,,,,-22.617007,122.29167,DRN112101,Talbot and Connaughton Terranes,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112101.1.pdf,"Nelson, DR 1996, 112101: biotite-epidote monzogranite gneiss, Larry Creek; Geochronology Record 522: Geological Survey of Western Australia, 4p.",Nelson D.R.,sample_id+geochronid,
112101,112101.1,112101.1.pdf,LEGACY_FREEFORM,14.1   226      1293   124   8.934    0.09860   0.00508   0.54936   0.01263   0.3073   0.0036    4.178    0.227      108        1 598   96,,,14.1,226,1293,124,8.934,,,,,,,,,,,,,,-22.617007,122.29167,DRN112101,Talbot and Connaughton Terranes,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112101.1.pdf,"Nelson, DR 1996, 112101: biotite-epidote monzogranite gneiss, Larry Creek; Geochronology Record 522: Geological Survey of Western Australia, 4p.",Nelson D.R.,sample_id+geochronid,
112101,112101.1,112101.1.pdf,LEGACY_FREEFORM,15.1   217       305    94   0.476    0.10996   0.00157   0.39474   0.00443   0.3290   0.0035    4.988    0.094      102        1799    26,,,15.1,217,305,94,0.476,,,,,,,,,,,,,,-22.617007,122.29167,DRN112101,Talbot and Connaughton Terranes,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112101.1.pdf,"Nelson, DR 1996, 112101: biotite-epidote monzogranite gneiss, Larry Creek; Geochronology Record 522: Geological Survey of Western Australia, 4p.",Nelson D.R.,sample_id+geochronid,
112101,112101.1,112101.1.pdf,LEGACY_FREEFORM,16.1   311       166   112   0.446    0.10890   0.00124   0.14807   0.00278   0.3283   0.0035    4.930    0.081      103         1781   21,,,16.1,311,166,112,0.446,,,,,,,,,,,,,,-22.617007,122.29167,DRN112101,Talbot and Connaughton Terranes,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112101.1.pdf,"Nelson, DR 1996, 112101: biotite-epidote monzogranite gneiss, Larry Creek; Geochronology Record 522: Geological Survey of Western Australia, 4p.",Nelson D.R.,sample_id+geochronid,
112101,112101.1,112101.1.pdf,LEGACY_FREEFORM,"17.1   512       278   188   0.292    0.10868   0.00087   0.15800   0,00196   0.3345   0.0035    5.013    0.069      105        1777    15",,,17.1,512,278,188,0.292,,,,,,,,,,,,,,-22.617007,122.29167,DRN112101,Talbot and Connaughton Terranes,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112101.1.pdf,"Nelson, DR 1996, 112101: biotite-epidote monzogranite gneiss, Larry Creek; Geochronology Record 522: Geological Survey of Western Australia, 4p.",Nelson D.R.,sample_id+geochronid,
112101,112101.1,112101.1.pdf,LEGACY_FREEFORM,18.1   189       174    77   3.731    0.10886   0.00395   0.23914   0.00923   0.3135   0.0036    4.705    0.185       99         I780   66,,,18.1,189,174,77,3.731,,,,,,,,,,,,,,-22.617007,122.29167,DRN112101,Talbot and Connaughton Terranes,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112101.1.pdf,"Nelson, DR 1996, 112101: biotite-epidote monzogranite gneiss, Larry Creek; Geochronology Record 522: Geological Survey of Western Australia, 4p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,1.1     242     144     146    0.082    0.18234      0.00053    0.16070      0.00096     0.5199     0.0116     13.07      0.30      101          2 674        5,,,1.1,242,144,146,0.082,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,2.1      80      36      47    0.267    0.18366      0.00100    0.11524      0.00180     0.5234     0.0119     13.25      0.32      101          2 686        9,,,2.1,80,36,47,0.267,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,3.1      91      33      52    0.212    0.18233      0.00102    0.09768      0.00185     0.5131     0.0116     12.90      0.31      100          2 674        9,,,3.1,91,33,52,0.212,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,4.1     169      94     100    0.120    0.18295      0.00065    0.14844      0.00117     0.5123     0.0115     12.92      0.30      100          2 680        6,,,4.1,169,94,100,0.120,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,5.1     488     342     297    0.010    0.18454      0.00034    0.19168      0.00061     0.5137     0.0114     13.07      0.29       99          2 694        3,,,5.1,488,342,297,0.010,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,6.1     142      78      85    0.123    0.18301      0.00071    0.14956      0.00127     0.5224     0.0117     13.18      0.31      101          2 680        6,,,6.1,142,78,85,0.123,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,7.1     169      88      99    0.201    0.18343      0.00070    0.13866      0.00126     0.5129     0.0115     12.97      0.30       99          2 684        6,,,7.1,169,88,99,0.201,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,8.1     111      49      64    0.114    0.18307      0.00077    0.11854      0.00130     0.5115     0.0115     12.91      0.30       99          2 681        7,,,8.1,111,49,64,0.114,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,9.1      85      29      50    0.383    0.18109      0.00113    0.08937      0.00211     0.5343     0.0121     13.34      0.32      104          2 663       10,,,9.1,85,29,50,0.383,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,10.1     121      42      70    1.055    0.18447      0.00130    0.10353      0.00264     0.5053     0.0114     12.85      0.31       98          2 693       12,,,10.1,121,42,70,1.055,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,11.1     476     259     222    0.073    0.17002      0.00037    0.13733      0.00063     0.4133     0.0092      9.69      0.22       87          2 558        4,,,11.1,476,259,222,0.073,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,12.1     119      47      66    0.536    0.18434      0.00106    0.10024      0.00200     0.4946     0.0111     12.57      0.30       96          2 692        9,,,12.1,119,47,66,0.536,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,13.1     114      60      69    0.766    0.18119      0.00109    0.14023      0.00222     0.5173     0.0117     12.92      0.31      101          2 664       10,,,13.1,114,60,69,0.766,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,14.1      78      29      45    0.695    0.18859      0.00152    0.10353      0.00301     0.5091     0.0116     13.24      0.33       97          2 730       13,,,14.1,78,29,45,0.695,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
112112,112112.1,112112.1.pdf,LEGACY_FREEFORM,15.1     127      58      73    0.356    0.18256      0.00085    0.12970      0.00159     0.5058     0.0114     12.73      0.30       99          2 676        8,,,15.1,127,58,73,0.356,,,,,,,,,,,,,,-29.736197,122.09312,DRN112112,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/112112.1.pdf,"Nelson, DR 1995, 112112: K-feldspar volcanic rock, Jump Up Dam; Geochronology Record 510: Geological Survey of Western Australia, 6p.",Nelson D.R.,sample_id+geochronid,
