sample_id,geochronid,analysis_document,local_pdf_path,pdf_download_status,parse_status,row_parser_used,table_rows_extracted,group_counts,non_d_rows,d_rows,has_group_I,sample_hint_from_table,interpretation_notes,error,sample_dlat,sample_dlong,siteid,tectonic_unit,analysis_doc_link,originator_name,location_join_mode,location_conflict_flag,sample_group_ims_overall,sample_group_ims_basis,sample_group_counts_all_codes
168983,168983.1,168983.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/168983.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,34,LEGACY_ROWS:34,34,0,N,168983.0,"The analyses are concordant to highly discordant and indicate a wide range of defining a single population and indicating a weighted mean 207Pb/206Pb date of 1330 ± 70 Ma (chi-squared = 0.17). Analysis 4.3 is discordant and indicates a younger a weighted mean 207Pb/206Pb date of 1776 ± 8 Ma (chi-squared = 0.91). Discordant inferred to be of detrital origin. Consequently, the weighted mean 207Pb/206Pb date of",,-25.033926,121.606489,DRN313,Salvation Basin,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/168983.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
171773,171773.1,171773.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/171773.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,35,LEGACY_ROWS:35,35,0,N,171773.0,"and elliptical single-crystal quartz grains (85 vol.%) and concordant and highly discordant analyses of 24 zircons locally clouded by limonite, clay, or both. There are rare Consequently, the weighted mean 207Pb/206Pb date of and extremely ﬁne-grained quartz. The single-crystal quartz discordant analyses of Group 1 is interpreted as a",,-25.228206,121.136189,FXPRHO 001C,Edmund Basin,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/171773.1.pdf,Pirajno F.,sample_id+geochronid,,I,No S/M groups present; forced to I,
177915,177915.1,177915.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/177915.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,67,D:3; P:9; S:49; Y:6,64,3,N,177915.0,"plagioclase grains, 10–15% fine-grained biotite, 55% Most analyses are concordant to slightly discordant biotite is disseminated as patches, short parallel lamellae, are imprecise or unreliable, and are not considered The larger quartz and feldspar grains are rounded yield a weighted mean 207Pb*/206Pb* date of 2660 ± 14 Ma Figure 1. Cathodoluminescence image of representative zircons from sample 177915: on the weighted mean 207Pb*/206Pb* date of the six zircons WINGATE, M. T. D., and BODORKOS, S., 2007, 177914: leucocratic",,-31.047356,122.2152,DRN177915,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/177915.1.pdf,Nelson D.R.,sample_id+geochronid,,S,S/Y present (no M),D:3; P:9; S:49; Y:6
177916,177916.1,177916.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/177916.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,23,D:1; P:1; Y:21,22,1,N,177916.0,"lamellae are rich in schistose biotite flakes less than Most analyses range from concordant to slightly discordant minerals, are also disseminated. which yield a weighted mean 207 Pb*/ 206 Pb* date of observed assemblage is not diagnostic, but upper Group 1 is interpreted as the maximum age of deposition Figure 1. Cathodoluminescence image of representative zircons from sample 177916: igneous crystallization age of 2680 ± 5 Ma, obtained from Science Letters, v. 26, p. 207–221. single analysis (23.1) in Group 2 is slightly discordant, WINGATE, M. T. D., and BODORKOS, S., 2007b, 177919: felsic",,-31.031076,122.56081,SXBDRN177916,Eastern Goldfields Superterrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/177916.1.pdf,Bodorkos S.,sample_id+geochronid,,S,S/Y present (no M),D:1; P:1; Y:21
178010,178010.1,178010.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178010.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,27,LEGACY_ROWS:27,27,0,N,178010.0,"quartz grains have inclusions of apatite, suggesting The analyses are concordant to highly discordant, with the rimmed by limonite. Flakes altered to ?kaolin and diffuse slightly discordant analysis 24.1, assigned to Group 1, rich in carbonaceous matter, but they are not abundant and indicating a weighted mean 207 Pb/ 206 Pb date of specimen. Other clasts contain leucoxene with or without 21.1 and 12.1, and slightly discordant analyses 5.1 and quartz. There is also rare pyrite, about 0.2 mm in grain a single population and indicating a weighted mean goethite, or hematite–goethite, apparently replacing Eleven concordant and slightly discordant analyses of date of 3294 ± 14 Ma indicated by the weighted mean 27.1, and slightly discordant analysis 24.1 of Group 1, Recommended reference for this publication:",,-21.688956,120.62126,DRN178010,Mosquito Creek Basin,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178010.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178026,178026.1,178026.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178026.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,25,LEGACY_ROWS:25,25,0,N,178026.0,"The analyses are concordant to slightly discordant, with Data obtained: 14/07/2003; Data released: 30/06/2005 population and indicating a weighted mean 207Pb/206Pb date dates, whereas discordant analysis 9.1 indicates a slightly",,-23.860057,115.67001,SXSMAN5929,Gascoyne Province,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178026.1.pdf,Sheppard S.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178037,178037.1,178037.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178037.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,21,LEGACY_ROWS:21,21,0,N,178037.0,"present, suggesting some oxidized I-type characteristics. The analyses are concordant to slightly discordant, with and probably andesine–oligoclase, but has irregularly concordant and highly discordant analyses of 15 zircons locally intense in areas of high ﬂuid activity, with sparse and indicating a weighted mean 207 Pb/ 206 Pb date of patches, of secondary origin. Much of the biotite is altered are highly discordant and cannot be conﬁdently grouped. or patches of probable ferristilpnomelane in places. The discordant analyses of 15 zircons is interpreted as the age of igneous crystallization of the granodiorite. The remaining discordant analyses are interpreted to be of sites",,-21.230046,119.88465,DRN178037,Tambina Supersuite,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178037.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178052,178052.1,178052.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178052.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,17,LEGACY_ROWS:17,17,0,N,178052.0,"?allanite, sericite, clinozoisite, carbonate, and zircon. The analyses are concordant to highly discordant, with present, apparently from andesine to oligoclase, with rims highly discordant analyses of nine zircons have 207Pb/206Pb interstitial microcline as poikilitic grains up to 4 mm in weighted mean 207Pb/206Pb date of 2688 ± 11 Ma (chi- a common accessory mineral. There are grains of epidote discordant analyses of nine zircons is interpreted as the with altered cores that could have been allanite. The age of igneous crystallization of the microgranodiorite.",,-28.520656,119.01653,DRN178052,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178052.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178054,178054.1,178054.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178054.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,14,LEGACY_ROWS:14,14,0,N,178054.0,"lenses of quartz parallel to the schistosity. The c-axes of The analyses are concordant to highly discordant, with the also abundant, mostly in separate layers that are best seen highly discordant analyses of 11 zircons have 207Pb/206Pb (typically <50 µm) for adequate optical identiﬁcation. weighted mean 207Pb/206Pb date of 2674 ± 9 Ma (chi- 0.5 mm in diameter. Feldspathic aggregates contain minor are discordant and cannot be grouped. about 40 to 100 µm. Cores of plagioclase are partly altered discordant analyses of 11 zircons is interpreted as the age to sericite and clinozoisite. Some of the biotite has been of igneous crystallization of the granodiorite. Discordant (Discordant analyses 9.1 and 13.1 not plotted)",,-28.105106,119.135711,DRN178054,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178054.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178057,178057.1,178057.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178057.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,25,LEGACY_ROWS:25,25,0,N,178057.0,"smaller zircons, less than 70 µm in length, are clouded and The analyses are concordant to slightly discordant, with low-temperature metamorphic origin, with chlorite, of three groups. Nine concordant to slightly discordant to moderate, low-temperature hydrothermal, saussurite- weighted mean 207Pb/206Pb date of 2648 ± 6 Ma (chi- like alteration. Narrow carbonate-filled fractures are squared = 1.50). Six concordant to slightly discordant low-temperature alteration producing chlorite–epidote– and indicating a weighted mean 207 Pb/ 206 Pb date of conditions, and weak to moderate saussuritization discordant analyses 5.1, 15.1, and 20.1, assigned (Discordant analysis 3.1 not plotted) population and indicating a weighted mean 207Pb/206Pb this interpretation is correct, then the 207Pb/206Pb date of",,-27.898917,119.54957,DRN178057,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178057.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178058,178058.1,178058.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178058.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,24,LEGACY_ROWS:24,24,0,N,178058.0,"length, with perthitic and antiperthitic textures preserved The analyses are concordant to highly discordant, with contain large, poorly deﬁned patches of myrmekite. Partly Nineteen concordant to highly discordant analyses of oxide as single grains and small lenses. A single patch Concordant to slightly discordant analyses 4.1, 17.1, opaque oxide grains. Rare, small clouded grains could a weighted mean 207 Pb/ 206 Pb date of 2684 ± 11 Ma be altered zircon, but are more probably altered allanite. (chi-squared = 0.56). Discordant analysis 14.1 indicates a have replaced a small proportion of the biotite, with discordant analyses of Group 1 is interpreted as the age of",,-27.784196,119.87342,DRN178058,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178058.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178059,178059.1,178059.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178059.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,24,LEGACY_ROWS:24,24,0,N,178059.0,"of the larger grains have oscillatory zoning, possibly from The analyses are concordant to highly discordant, with enclosing quartz, plagioclase, and biotite. Irregular, of two groups. Fifteen concordant to highly discordant accompanied by granular opaque oxide (<1 vol.%) and population and indicating a weighted mean 207Pb/206Pb date small, partly clouded crystals of zircon, mostly less than discordant analyses 4.2, 9.1, 13.1, 15.1, and 16.1, assigned grain size has formed as a deuteric or metamorphic mineral population and indicating a weighted mean 207Pb/206Pb date muscovite. Chlorite is a secondary mineral in altered analyses are discordant to highly discordant, and indicate low-temperature hydrothermal alteration. discordant analyses of Group 1 is interpreted as the age of igneous crystallization of the monzogranite. The",,-27.601786,119.92951,DRN178059,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178059.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178060,178060.1,178060.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178060.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,18,LEGACY_ROWS:18,18,0,N,178060.0,"oxide is mostly less than 0.3 mm in grain size, and rare The analyses are concordant to highly discordant, with crystals range from 50 to 200 µm in length and as much as highly discordant analyses of ﬁve zircons (1.1, 1.2, 1.3, clay–sericite with or without clinozoisite alteration. The The remaining analyses are highly discordant and indicate a foliated or gneissic monzogranite with probably low discordant analyses of ﬁve zircons is interpreted as the amphibolite-facies metamorphism and strong deformation, age of igneous crystallization of the monzogranite. The (Discordant analyses 7.1, 9.1, 10.1, 11.1 and 12.1 not plotted)",,-27.877006,119.35066,DRN178060,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178060.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178062,178062.1,178062.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178062.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,23,LEGACY_ROWS:23,23,0,N,178062.0,"parallel to the quartz lenses, is present, but there is some The analyses are concordant to highly discordant, with the allanite, up to 0.8 mm in grain size, are present, with rare highly discordant analyses of 12 zircons (1.1, 3.1, 6.1, quartz and ﬁner grained feldspar are recrystallized. Minor population and indicating a weighted mean 207Pb/206Pb muscovite has formed in and adjacent to biotite, with date of 2697 ± 6 Ma (chi-squared = 0.66). Discordant within larger microcline grains. Epidote rims some of the are discordant (7.1), highly discordant (2.1, 5.1, 11.1), or altered allanite, and leucoxene has replaced titanite. The highly reverse discordant (4.1). (Discordant analyses 4.1, 5.1, 12.2 and 12.3 not plotted. discordant analyses of 12 zircons is interpreted as the age of igneous crystallization of the monzogranite. Discordant",,-27.742516,119.33721,DRN178062,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178062.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178064,178064.1,178064.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178064.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,35,LEGACY_ROWS:35,35,0,N,178064.0,"1 mm long. The quartz occurs as anhedral grains up to The analyses are concordant to highly discordant, with up to 0.1 mm in grain size, is sparse. The grain size of highly discordant analyses of nine zircons (2.1, 3.1, 7.1, Analysis 5.1 (Discordant analysis 4.1 not plotted)",,-28.845066,119.99953,DRN178064,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178064.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178065,178065.1,178065.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178065.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,39,LEGACY_ROWS:39,39,0,N,178065.0,"steeply to the southwest. The sample was taken 50 m The analyses are concordant to highly discordant, with age of the sandstone precursor to the quartzite. one of six groups. Eight concordant to highly discordant amounts of accessory muscovite, rutile, and zircon. The Concordant analyses 13.1, 16.1, and 28.1, and discordant inclusions. Mica forms ﬂakes 30 to 100 µm in length, and 1.27). Thirteen concordant to highly discordant analyses mica has been leached, mostly in and adjacent to fractures. and indicating a weighted mean 207 Pb/ 206 Pb date of 27.1 and 35.1, and discordant analysis 25.1, assigned Zircon morphology population and indicating a weighted mean 207Pb/206Pb The zircons isolated from this sample are typically analysis 34.1 and discordant analyses 15.1 and 32.1, or subhedral and with rounded terminations, equant a single population and indicating a weighted mean 80 µm and 160 × 80 µm in size. Most grains are fractured Concordant analysis 23.1 and discordant analyses 11.1 and zonation. Many have a speckled appearance in transmitted a single population and indicating a weighted mean are given in Figure 1. The date of 3276 ± 7 Ma indicated by the weighted mean Pb/206Pb rat",,-28.453956,119.81041,DRN178065,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178065.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178066,178066.1,178066.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178066.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,35,LEGACY_ROWS:35,35,0,N,178066.0,"The analyses are concordant to highly discordant, with the Twenty-ﬁve concordant to highly discordant analyses of and zircon. The sample is a massive quartzite consisting of indicating a weighted mean 207Pb/206Pb date of 3374 ± 3 Ma 0.15 mm in grain size is weakly aligned, but quartz c-axes population and indicating a weighted mean 207Pb/206Pb date deﬁning a single population and indicating a weighted mean and with rounded terminations, equant to slightly elongate, weighted mean 207Pb/206Pb ratio of concordant analyses 19.1 (Discordant analysis 30.1 not plotted)",,-28.453766,119.81092,DRN178066,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178066.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
178067,178067.1,178067.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/178067.1.pdf,DOWNLOADED,OK_LEGACY,LEGACY_FREEFORM,39,LEGACY_ROWS:39,39,0,N,178067.0,"The analyses are concordant to highly discordant, with and partly clouded, fractured zircon (trace). The sample Concordant analysis 11.1 and discordant analyses 5.1, 24.1, very ﬁne grained schistose mica, mostly less than 0.1 mm weighted mean 207Pb/206Pb date of 3283 ± 11 Ma (chi- clouded, and altered. Fluid inclusions in the quartz appear population and indicating a weighted mean 207Pb/206Pb concordant to highly discordant analyses of 13 zircons colourless, pale yellow, dark brown or black, elliptical 1.37). Concordant analysis 22.1, and discordant analyses transmitted light, and many are metamict. The surfaces of a single population and indicating a weighted mean (Discordant analyses 5.1, 24.3 (included in Group 1), 17.1, 20.1 discordant analyses 5.1, 24.1, 24.2, 24.3, and 35.1 of",,-28.347286,119.7507,DRN178067,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/178067.1.pdf,Nelson D.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,
181127,181127.1,181127.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/181127.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,57,D:2; S:52; Y:3,55,2,N,181127.0,"Most analyses are concordant or only slightly discordant, the date of 694 ± 13 Ma for the three analyses in Group 1",,-23.713926,122.484639,RMHDH12,Officer Basin (Phase 1),https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/181127.1.pdf,Hocking R.M.,sample_id+geochronid,,S,S/Y present (no M),D:2; S:52; Y:3
185997,185997.1,185997.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/185997.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,7,I:2; X:5,7,0,Y,185997.0,zircon. The rock displays segregated bands dominated which yield a weighted mean 207Pb*/ 206Pb* date of Figure 1. Cathodoluminescence image of representative zircons from sample 185997:,,-29.054006,118.13863,MTWBUN000162,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/185997.1.pdf,Wingate M.T.D.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:2; X:5
194754,194754.1,194754.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/194754.1.pdf,DOWNLOADED,OK,STRICT_20COL,24,I:24,24,0,Y,194754.0,"in diameter, and exhibits weak zoning and minor alteration The analyses are concordant to moderately discordant metamict allanite forms subhedral to euhedral, tabular to which yield a weighted mean 207Pb*/ 206Pb* date of Figure 1. Hand specimen image of sample 194754: metamonzogranite, Deep Well Figure 2. Cathodoluminescence image of representative zircons from sample 194754: I is interpreted as the igneous crystallization age of the Survey of Western Australia, WA Geology Online, Explanatory Notes",,-29.173017,117.66264,CLKWIN090008,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/194754.1.pdf,Kirkland C.L.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:24
195830,195830.1,195830.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/195830.1.pdf,DOWNLOADED,OK,STRICT_20COL,18,D:4; X:13; Z:1,14,4,N,195830.0,"this sample (see below) indicate that either the zircons are The analyses are concordant to strongly discordant inherited from an Archean rock, the sample represents an (Fig. 3). Four analyses are >5% discordant. The dates the assignment of the unit is incorrect. Metamonzogranite are unreliable, and are considered not to be geologically north-northeast, yielded an igneous crystallization age of two groups, based on their 207Pb*/206Pb* ratios: Petrographic description analyses yield a weighted mean 207Pb*/206Pb* date of is interpreted as the age of the dominant inherited Fielding, IOH, Wingate, MTD, Fletcher, IR, Rasmussen, B, Zi, J-W and single analysis in Group Z is interpreted as the age of a Geochronology Record 1862: Geological Survey of Western",,-25.612256,117.732081,SPJPAD001519,Capricorn Orogen,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/195830.1.pdf,Johnson S.P.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:4; X:13; Z:1
195833,195833.1,195833.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/195833.1.pdf,DOWNLOADED,OK,STRICT_20COL,124,D:26; P:1; S:96; Y:1,98,26,N,195833.0,"of the grains and the lack of primary sedimentary The analyses are concordant to strongly discordant features suggest that the rock is recrystallized. A detailed (Fig. 2). Twenty-six analyses are >5% discordant. The are unreliable, and considered not to be geologically >5%). One highly discordant analysis in Group D is not shown depositional age can be based on the weighted mean sandstone, Sydney Heads Pass; Geochronology Record 1514:",,-25.505426,121.780639,SPJEAR001522,Capricorn Orogen,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/195833.1.pdf,Johnson S.P.,sample_id+geochronid,,S,S/Y present (no M),D:26; P:1; S:96; Y:1
201514,201514.1,201514.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/201514.1.pdf,DOWNLOADED,OK,STRICT_20COL,18,I:18,18,0,Y,201514.0,"magnetite and trace myrmekite and zircon. Plagioclase The analyses are concordant to moderately discordant texture. Quartz is anhedral, irregular, up to 4 mm in size, a weighted mean 207Pb*/206Pb* date of 2710 ± 4 Ma of plagioclase and quartz, and displays microcline is interpreted as the igneous crystallization age of the Figure 1. Hand specimen image of sample 201514: metagranodiorite, Deep Well Figure 2. Cathodoluminescence image of representative zircons from sample 201514:",,-29.169072,117.653233,RHSSWY000155,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/201514.1.pdf,Smithies R.H.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:18
201536,201536.1,201536.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/201536.1.pdf,DOWNLOADED,OK,STRICT_20COL,21,D:2; I:16; X:3,19,2,Y,201536.0,"The analyses are concordant to strongly discordant Survey of Western Australia, 3p. (Fig. 3). Two analyses are >5% discordant. The dates Wingate, MTD, Kirkland, CL and Ivanic, TJ 2015b, 198212: porphyritic are unreliable, and are considered not to be geologically Geological Survey of Western Australia, 4p. which yield a weighted mean 207Pb*/ 206Pb* date of is interpreted as the igneous crystallization age of the metamonzogranite, Frogmore Bore; Geochronology Record 1822:",,-29.132177,118.30277,RHSSWY000176,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/201536.1.pdf,Smithies R.H.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:2; I:16; X:3
203733,203733.1,203733.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/203733.1.pdf,DOWNLOADED,OK,STRICT_20COL,18,D:12; I:4; P:2,6,12,Y,203733.0,"microcline) is subhedral to euhedral and zoned. Rare The analyses are concordant to strongly discordant (Fig. 3). plagioclase phenocrysts are up to 8 mm in size and Twelve analyses are >5% discordant. The dates obtained surrounded by a fine-grained mosaic of quartz and from these 12 analyses (Group D; Table 1) are unreliable, Figure 2. Cathodoluminescence image of all zircons from sample 203733: porphyritic which yield a weighted mean 207 Pb*/ 206 Pb* date of Sapkota, J, Squire, RJ, Campbell, IH and Pegg, I 2015, Evolution of is 3.4% discordant, and therefore interpreted as a minimum Online, Explanatory Notes extract, viewed 23 December 2021, <8% discordant yields concordia intercepts at 2718 ± 42 polyphased gold mineralisation in the Agnew District (Yilgarn Craton,",,-28.077791,120.54344,RHSEGS000241,Kalgoorlie Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/203733.1.pdf,Smithies R.H.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:12; I:4; P:2
203735,203735.1,203735.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/203735.1.pdf,DOWNLOADED,OK,STRICT_20COL,17,D:1; I:8; P:8,16,1,Y,203735.0,"The analyses are concordant to strongly discordant (Fig. 3). Hall, CE, Wyche, NL and Sapkota, J (partial report), Black Flag Group One analysis is >7% discordant. The date obtained from (A-BF-xf-s): Geological Survey of Western Australia, WA Geology this analysis (Group D; Table 1) is unreliable, and is Online, Explanatory Notes extract, viewed 05 January 2022, (Table 1), which yield a weighted mean 207Pb*/206Pb* date microgranite, Lake Lefroy; Geochronology Record 1654: Geological 2669– 2640 Ma, and a weighted mean 207Pb*/206Pb* date of Group I is tentatively interpreted as the age of igneous Dolerite sill and gold mineralization at the Mt Charlotte mine, Eastern",,-31.308103,121.761185,RHSEGS000243,Kalgoorlie Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/203735.1.pdf,Smithies R.H.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:1; I:8; P:8
203736,203736.1,203736.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/203736.1.pdf,DOWNLOADED,OK,STRICT_20COL,28,D:6; I:18; P:3; X:1,22,6,Y,203736.0,"The analyses are concordant to moderately discordant Survey of Western Australia, 4p. (Fig. 3). Six analyses are >5% discordant. The dates Nelson, DR 1995, 112110: felsic volcanic rock, Nelson’s Fleet; unreliable, and are considered not to be geologically which yield a weighted mean 207 Pb*/ 206 Pb* date of xenotime U-Pb age constraints on the emplacement of the Golden Mile interpreted as the age of igneous crystallization. The date Stacey, JS and Kramers, JD 1975, Approximation of terrestrial lead isotope is interpreted as the age of an inherited zircon. The dates v. 26, p. 207–221.",,-31.333105,121.780387,RHSEGS000244,Kalgoorlie Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/203736.1.pdf,Smithies R.H.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:6; I:18; P:3; X:1
203738,203738.1,203738.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/203738.1.pdf,DOWNLOADED,OK,STRICT_20COL,29,D:16; I:9; P:4,13,16,Y,203738.0,"The analyses are concordant to strongly discordant (Fig. 3). v. 26, p. 207–221. Sixteen analyses are >5% discordant. The dates obtained Standing, JG 2008, Terrane amalgamation in the Eastern Goldfields from these 16 analyses (Group D; Table 1) are unreliable, Superterrane, Yilgarn Craton: Evidence from tectonostratigraphic which yield a weighted mean 207 Pb*/ 206 Pb* date of because the average composition is about 3.1% discordant.",,-28.949279,122.351144,RHSEGS000245,Kurnalpi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/203738.1.pdf,Smithies R.H.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:16; I:9; P:4
