sample_id,geochronid,analysis_document,local_pdf_path,pdf_download_status,parse_status,row_parser_used,table_rows_extracted,group_counts,non_d_rows,d_rows,has_group_I,sample_hint_from_table,interpretation_notes,error,sample_dlat,sample_dlong,siteid,tectonic_unit,analysis_doc_link,originator_name,location_join_mode,location_conflict_flag,sample_group_ims_overall,sample_group_ims_basis,sample_group_counts_all_codes
203739,203739.1,203739.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/203739.1.pdf,DOWNLOADED,OK,STRICT_20COL,20,D:3; I:14; P:1; X:2,17,3,Y,203739.0,"The analyses are concordant to moderately discordant Letters, v. 26, p. 207–221. (Fig. 3). Three analyses are >5% discordant. The dates Standing, JG 2008, Terrane amalgamation in the Eastern Goldfields are unreliable, and are considered not to be geologically studies of the Laverton Greenstone Belt: Precambrian Research, which yield a weighted mean 207Pb*/ 206Pb* date of which yield a weighted mean 207Pb*/ 206Pb* date of Wingate, MTD, Fielding, IOH, Lu, Y, Cassidy, KF and Smithies, RH is interpreted as age of igneous crystallization. The date publication interpreted as the age of an inherited component. The date 203739: felsic metavolcanic rock, Lake Carey; Geochronology Record",,-28.956083,122.345253,RHSEGS000246,Kurnalpi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/203739.1.pdf,Smithies R.H.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:3; I:14; P:1; X:2
203740,203740.1,203740.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/203740.1.pdf,DOWNLOADED,OK,STRICT_20COL,30,D:12; I:15; P:3,18,12,Y,203740.0,"The analyses are concordant to strongly discordant (Fig. 3). orogenic-style overprint on a magmatic-hydrothermal magnetite-calcite Twelve analyses are >6% discordant. The dates obtained alteration pipe?: Mineralium Deposita, v. 39, p. 473–494. from these 12 analyses (Group D; Table 1) are unreliable, Stacey, JS and Kramers, JD 1975, Approximation of terrestrial lead isotope is interpreted as the age of igneous crystallization. An Wingate, MTD, Fielding, IOH, Lu, Y, Cassidy, KF and Smithies, RH is provided by the weighted mean 207Pb*/206Pb* date of Record 1882: Geological Survey of Western Australia, 5p.",,-28.858098,122.305339,RHSEGS000247,Kurnalpi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/203740.1.pdf,Smithies R.H.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:12; I:15; P:3
203748,203748.1,203748.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/203748.1.pdf,DOWNLOADED,NO_TABLE_ROWS_PARSED,,0,,0,0,N,,"The analyses are concordant to moderately discordant (Fig. 4). Four analyses are >5% discordant. The dates obtained from these four analyses (Group D; Table 1) are unreliable, and are considered not to be geologically significant. The remaining Group I comprises 21 analyses of 19 zircons (Table 1), which yield a concordia age of 1167 ± 5 Ma (MSWD = 1.5). These The date of 1167 ± 5 Ma for the 21 analyses in Group I is interpreted as the magmatic crystallization age of the",,-34.946456,117.850686,MTWALB000001,Albany–Fraser Orogen,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/203748.1.pdf,Wingate M.T.D.,sample_id+geochronid,,I,No matching spot rows; default I,
209650,209650.1,209650.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/209650.1.pdf,DOWNLOADED,OK,STRICT_20COL,23,D:6; I:13; X:4,17,6,Y,209650.0,"The analyses are concordant to strongly discordant Archean Murchison Domain, and implications for Yilgarn Craton (Fig. 3). Six analyses are >5% discordant. The dates tectonics: Precambrian Research, v. 229, p. 49–92. are unreliable, and are considered not to be geologically metamonzogranite, Success Well; Geochronology Record 1831: a weighted mean 207Pb*/206Pb* date of 2685 ± 6 Ma I is interpreted as the igneous crystallization age of the Tectonophysics, v. 623, p. 100–122, doi:10.1016/j.tecto.2014.03.020. slightly discordant analyses in Group X are interpreted as",,-27.916316,117.86721,IXZAUT000756,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/209650.1.pdf,Zibra I.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:6; I:13; X:4
209651,209651.1,209651.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/209651.1.pdf,DOWNLOADED,OK,STRICT_20COL,18,I:16; P:1; X:1,18,0,Y,209651.0,"The analyses are concordant to strongly discordant Archean Murchison Domain, and implications for Yilgarn Craton a weighted mean 207Pb*/206Pb* date of 2698 ± 7 Ma Wingate, MTD, Kirkland, CL and Ivanic, TJ 2015a, 185997: granitic is interpreted as the igneous crystallization age of the single analysis in Group X is interpreted as the age of an extract, viewed 16 November 2021, <www.dmp.wa.gov.au/ens>.",,-27.916316,117.86721,IXZAUT000756,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/209651.1.pdf,Zibra I.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:16; P:1; X:1
210217,210217.1,210217.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/210217.1.pdf,DOWNLOADED,OK,STRICT_20COL,17,D:4; I:10; P:3,13,4,Y,210217.0,"irregular, up to 7 mm long, and some forms aggregates The analyses are concordant to strongly discordant up to 9 mm in diameter of smaller quartz grains with (Fig. 3). Four analyses are >5% discordant or indicate undulose extinction and there are minor unstrained these four analyses (Group D; Table 1) are unreliable, Figure 1. Hand specimen image of sample 210217: metamonzogranite, South Well Figure 2. Cathodoluminescence image of representative zircons from sample 210217: a weighted mean 207Pb*/206Pb* date of 2750 ± 7 Ma Wyche, S 2013, Long-lived, autochthonous development of the is interpreted as the igneous crystallization age of the Survey of Western Australia, WA Geology Online, Explanatory Notes",,-28.675957,116.7751,IXZBDJ000852,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/210217.1.pdf,Zibra I.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:4; I:10; P:3
211111,211111.1,211111.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/211111.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,15,I:15,15,0,Y,211111.0,"The analyses are concordant to slightly discordant (Fig. 3), and form a single group, based on their 207Pb*/206Pb* ratios. Group I comprises 15 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2977 ± 5 Ma (MSWD = The date of 2977 ± 5 Ma for the 15 analyses in Group I is interpreted as the igneous crystallization age of the meta-",,-26.996997,117.381361,TJIMKT000131,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/211111.1.pdf,Ivanic T.J.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:15
211118,211118.1,211118.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/211118.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,5,D:1; X:4,4,1,N,,"The analyses are concordant to moderately discordant (Fig. 3). One analysis is >5% discordant. The date obtained from this analysis (Table 1, Group D) is unreliable, and considered not to be geologically significant. The remaining four analyses",,-28.673167,116.37715,TJIBYE000006,Yilgarn Craton,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/211118.1.pdf,Ivanic T.J.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:1; X:4
211120,211120.1,211120.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/211120.1.pdf,DOWNLOADED,OK,STRICT_20COL,95,D:24; S:69; Y:2,71,24,N,211120.0,"overprinting by very fine-grained biotite precludes The analyses are concordant to strongly discordant precise identification. Clinozoisite crystals are subhedral, (Fig. 3). Twenty-three analyses are >5% discordant also forms veins up to 1 mm wide. Quartz occurs in these 24 analyses (Group D; Table 1) are unreliable, and Figure 1. Drillcore image of sample 211120: altered breccia, Deflector prospect Figure 2. Cathodoluminescence image of representative zircons from sample 211120: which yield a weighted mean 207Pb*/ 206Pb* date of Yakymchuk, C 2020, Metamorphism of the Mougooderra Formation: a maximum age of deposition for the sedimentary tectonics: Precambrian Research, v. 229, p. 49–92. depositional age can be based on the weighted mean Geological Survey of Western Australia, WA Geology",,-28.671897,116.37537,TJIBYE000007,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/211120.1.pdf,Ivanic T.J.,sample_id+geochronid,,S,S/Y present (no M),D:24; S:69; Y:2
212791,212791.1,212791.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/212791.1.pdf,DOWNLOADED,OK,STRICT_20COL,15,D:4; X:11,11,4,N,212791.0,"The analyses are concordant to strongly discordant Record 2001/47, 111p. (Fig. 3). Four analyses are >5% discordant. The dates Lu, Y, Wingate, MTD, Kirkland, CL and Zibra, I 2016, 209610: are unreliable, and considered not to be geologically 1347: Geological Survey of Western Australia, 4p. Four analyses of four zircons yield a weighted mean and five analyses of four zircons yield a weighted mean Craton: Tectonophysics, v. 712–713, p. 362–395.",,-27.988946,120.45936,IXZDPS000884,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/212791.1.pdf,Zibra I.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:4; X:11
214138,214138.1,214138.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/214138.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,11,I:9; X:2,11,0,Y,214138.0,"The analyses are concordant to slightly discordant (Fig. 2), and form two groups, based on their 207Pb*/206Pb* ratios. Group I comprises nine analyses of nine zircons (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2763 ± 5 Group X comprises two analyses of two zircon cores (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2784 The date of 2763 ± 5 Ma for the nine analyses in Group I is interpreted as the magmatic crystallization age of the The date of 2784 ± 13 Ma for the two analyses in Group X is interpreted as the age of an inherited component.",,-28.468997,116.738341,AETYLG000128,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/214138.1.pdf,Tomkins A.E.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:9; X:2
214139,214139.1,214139.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/214139.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,12,I:10; P:2,12,0,Y,214139.0,"The analyses are concordant to moderately discordant (Fig. 2), and form two groups, based on their 207Pb*/206Pb* ratios. Group I comprises ten analyses of ten zircons (Table 1), which yield a weighted mean 207Pb*/206Pb** date of 2761 ± 4 Ma The date of 2761 ± 4 Ma for the ten analyses in Group I is interpreted as the magmatic crystallization age of the",,-28.468497,116.739021,AETYLG000113,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/214139.1.pdf,Tomkins A.E.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:10; P:2
214315,214315.1,214315.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/214315.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,18,I:17; X:1,18,0,Y,214315.0,"The analyses are concordant to moderately discordant (Fig. 3), and form two groups, based on their 207Pb*/206Pb* ratios. Group I comprises 17 analyses of 17 zircons (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2700 ± 7 Ma The date of 2700 ± 7 Ma for the 17 analyses in Group I is interpreted as the magmatic crystallization age of the metagranodiorite dyke. The date of 2958 ± 20 Ma (1σ) for the analysis in Group X is interpreted as the age of an inherited",,-28.700735,116.667586,MZFYAD000121,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/214315.1.pdf,Fenwick M.J.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:17; X:1
215316,215316.1,215316.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/215316.1.pdf,DOWNLOADED,OK,STRICT_20COL,117,D:30; S:85; Y:2,87,30,N,215316.0,"The analyses are concordant to strongly discordant Abeysinghe, PB 2003, Silica resources of Western Australia: Geological (Fig. 3). Thirty analyses are >5% discordant. The dates Survey of Western Australia, Mineral Resources Bulletin 21, 228p. unreliable, and are considered not to be geologically Western Australia, 1:250 000 Geological Series Explanatory Notes, which yield a concordia age of 1800 ± 13 Ma (2σ, a maximum age of deposition for the sedimentary Geoscience Australia, Record 2007/14, p. 80–84. depositional age can be based on the weighted mean",,-30.543733,116.056461,PWHMOO000007,Moora Basin,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/215316.1.pdf,Haines P.W.,sample_id+geochronid,,S,S/Y present (no M),D:30; S:85; Y:2
220109,220109.1,220109.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/220109.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,150,D:17; S:132; Y:1,133,17,N,220109.0,"The analyses are concordant to strongly discordant Allen, HJ and Trinajstic, K 2017, An Early Devonian fish fauna discordant. The dates obtained from these 17 analyses Basin: Geological Survey of Western Australia, Paleontology (Group D; Table 1) are unreliable, and considered not to on the weighted mean 238U/206Pb* date of 501 ± 8 Ma Richards, JR, Blockley, JG and de Laeter, JR 1985, Rb–Sr and Pb isotope",,-28.299068,115.016696,HJAWDY000001,Perth Basin,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/220109.1.pdf,Allen H.J.,sample_id+geochronid,,S,S/Y present (no M),D:17; S:132; Y:1
220110,220110.1,220110.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/220110.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,150,D:7; S:142; Y:1,143,7,N,220110.0,"The analyses are concordant to strongly discordant Allen, HJ and Trinajstic, K 2017, An Early Devonian fish fauna (Figs 3, 4). Five analyses >1000 Ma are >5% discordant, from an unnamed sandstone in Wendy 1 drillhole, northern Perth these seven analyses (Group D; Table 1) are unreliable, Fielding, IOH, Lu, Y and Wingate, MTD 2021, Introduction to on the weighted mean 238U/206Pb* date of 524 ± 4 Ma geometry of an Early Paleozoic rift in the Pinjarra Orogen, East",,-28.299068,115.016696,HJAWDY000001,Perth Basin,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/220110.1.pdf,Allen H.J.,sample_id+geochronid,,S,S/Y present (no M),D:7; S:142; Y:1
222651,222651.1,222651.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/222651.1.pdf,DOWNLOADED,OK,STRICT_20COL,18,D:1; I:17,17,1,Y,222651.0,"well -developed polygonal texture and an average grain The analyses are concordant to strongly discordant (Fig. 3). size of 0.05 mm. Plagioclase phenocrysts are subhedral One analysis is >30% discordant. The date obtained to euhedral, mainly tabular, up to 2.5 mm long, lightly to from this analysis (Group D; Table 1) is unreliable, form either single grains or distinct folia. Tourmaline is a weighted mean 207Pb*/ 206Pb* date of 2804 ± 6 Ma sample has been deformed and recrystallized at relatively interpreted as the igneous crystallization age of the dacite. Figure 2. Cathodoluminescence image of representative zircons from sample 222651:",,-29.675617,121.07404,JKSNWB000092,Kalgoorlie Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/222651.1.pdf,Sapkota J.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:1; I:17
222712,222712.1,222712.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/222712.1.pdf,DOWNLOADED,OK,STRICT_20COL,21,D:1; P:1; S:18; Y:1,20,1,N,222712.0,"alteration. Quartz is anhedral, mostly equant, transparent, The analyses are concordant to moderately discordant grains are subrounded or rounded, although compaction (Group D; Table 1) is unreliable, and is considered not to Figure 1. Hand specimen image of sample 222712: quartzite, Lawlers – Mount Ida Road Figure 2. Cathodoluminescence image of representative zircons from sample 222712: the single analysis in Group Y underestimates its age of Wingate, MTD, Kirkland, CL, Bodorkos, S and Wyche, S 2010, 185901: 2764 ± 8 Ma is interpreted as the age of the dominant",,-29.007757,120.510693,MDPCFP000012,Kalgoorlie Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/222712.1.pdf,De Paoli M.,sample_id+geochronid,,S,S/Y present (no M),D:1; P:1; S:18; Y:1
222720,222720.1,222720.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/222720.1.pdf,DOWNLOADED,OK,STRICT_20COL,22,D:4; I:17; P:1,18,4,Y,222720.0,"The analyses are concordant to strongly discordant (Fig. 3). the Vestfold Hills, East Antarctica: Contributions to Mineralogy and Four analyses are >7% discordant and/or indicate high Petrology, v. 115, p. 184–203. four analyses (Group D; Table 1) are unreliable, and are Survey of Western Australia, 1:100 000 Geological Series. which yield a weighted mean 207 Pb*/ 206 Pb* date of McGoldrick, PJ 1990, Geology of the Archaean Kalgoorlie Terrane — interpreted as the igneous crystallization age of the gabbro. Australia, 1:250 000 Geological Series Explanatory Notes, 38p.",,-29.047118,120.513136,MDPCFP000020,Kalgoorlie Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/222720.1.pdf,De Paoli M.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:4; I:17; P:1
222724,222724.1,222724.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/222724.1.pdf,DOWNLOADED,OK,STRICT_20COL,13,D:1; I:10; P:1; X:1,12,1,Y,222724.0,"areas of relict plagioclase exhibit poorly defined multiple The analyses are concordant to strongly discordant (Fig. 3). twinning. K-feldspar is anhedral, fractured, up to 5 mm One analysis older than 2800 Ma is >5% discordant. and exhibits microcline twinning. Pale brown, equant is unreliable, and considered not to be geologically probable muscovite laths up to 0.7 mm long may have which yield a weighted mean 207Pb*/ 206Pb* date of Figure 2. Cathodoluminescence image of representative zircons from sample 222724: interpreted as the age of an inherited zircon. The date of",,-28.978667,120.569531,MDPCFP000024,Kalgoorlie Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/222724.1.pdf,De Paoli M.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:1; I:10; P:1; X:1
225756,225756.1,225756.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/225756.1.pdf,DOWNLOADED,OK,STRICT_20COL,55,D:5; S:49; Y:1,50,5,N,225756.0,"The analyses are concordant to moderately discordant Trendall, AF, Compston, W, Nelson, DR, de Laeter, JR and Bennett, VC (Fig. 3). Five analyses are >5% discordant. The dates are unreliable, and are considered not to be geologically can be based on the weighted mean 207Pb*/206Pb* date of This is interpreted as the age of the dominant zircon- age of the dominant detrital component within sediments",,-22.331166,118.32157,DMMHAM000490,Capricorn Orogen,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/225756.1.pdf,Martin D.M.,sample_id+geochronid,,S,S/Y present (no M),D:5; S:49; Y:1
225757,225757.1,225757.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/225757.1.pdf,DOWNLOADED,OK,STRICT_20COL,71,D:2; S:68; Y:1,69,2,N,225757.0,"The analyses are concordant to moderately discordant Trendall, AF, Compston, W, Nelson, DR, de Laeter, JR and Bennett, VC (Fig. 3). Two analyses are >5% discordant. The dates are unreliable, and are considered not to be geologically can be based on the weighted mean 207Pb*/206Pb* date of",,-22.331166,118.32157,DMMHAM000490,Capricorn Orogen,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/225757.1.pdf,Martin D.M.,sample_id+geochronid,,S,S/Y present (no M),D:2; S:68; Y:1
225758,225758.1,225758.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/225758.1.pdf,DOWNLOADED,OK,STRICT_20COL,12,D:2; I:9; X:1,10,2,Y,225758.0,"The analyses are concordant to moderately discordant The sample is an altered tuffaceous volcanic rock, (Fig. 3). Two analyses are >5% discordant. The dates 1–2% opaque grains, and trace quartz. Clay minerals are are unreliable, and are considered not to be geologically 0.35 mm long, and composed of coarser-grained, fibrous, a weighted mean 207Pb*/206Pb* date of 2485 ± 9 Ma Figure 2. Cathodoluminescence image of all zircons from sample 225758: tuffaceous is interpreted as the igneous crystallization age. The date Trendall, AF, Nelson, DR, de Laeter, JR and Hassler, SW 1998, interpreted as the age of an inherited zircon. and Wittenoom Formation, Hamersley Group, Western Australia:",,-22.326466,118.32813,DMMHAM000491,Capricorn Orogen,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/225758.1.pdf,Martin D.M.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:2; I:9; X:1
225760,225760.1,225760.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/225760.1.pdf,DOWNLOADED,OK,STRICT_20COL,16,D:2; I:11; X:3,14,2,Y,225760.0,"hematite, and quartz. Clay minerals (probably smectite) The analyses are concordant to moderately discordant are cryptocrystalline to very fine grained and moderately (Fig. 3). Two analyses are >5% discordant. The dates colourless, oval to elongate patches, which are up to are unreliable, and are considered not to be geologically Figure 2. Cathodoluminescence image of all zircons from sample 225760: tuffaceous a weighted mean 207Pb*/206Pb* date of 2480 ± 7 Ma 2004, SHRIMP zircon ages constraining the depositional chronology is interpreted as the igneous crystallization age. The dates Wingate, MTD, Fielding, IOH, Lu, Y and Martin, DMcB 2021a, 225756:",,-22.326526,118.32814,DMMHAM000492,Capricorn Orogen,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/225760.1.pdf,Martin D.M.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:2; I:11; X:3
225797,225797.1,225797.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/225797.1.pdf,DOWNLOADED,OK,STRICT_20COL,21,I:18; P:1; X:2,21,0,Y,225797.0,"apatite, and pyrite. The groundmass is massive and The analyses are concordant to slightly discordant (Fig. 3), a weighted mean 207Pb*/206Pb* date of 1781 ± 8 Ma Figure 2. Cathodoluminescence image of representative zircons from sample 225797: is interpreted as the igneous crystallization age. The dates Basin, Western Australia: Geological Survey of Western Australia,",,-21.714027,116.0549,DMMHAM000671,Capricorn Orogen,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/225797.1.pdf,Martin D.M.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:18; P:1; X:2
225819,225819.1,225819.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/225819.1.pdf,DOWNLOADED,OK,STRICT_20COL,32,P:3; S:28; Y:1,32,0,N,225819.0,minerals present in the sandstone. Quartz grains are The analyses are concordant to moderately discordant Figure 2. Cathodoluminescence image of representative zircons from sample 225819: on the weighted mean 207Pb*/206Pb* date of 3075 ± 4 Ma This date is interpreted as the age of the dominant zircon-,,-22.287018,117.851716,HMHHAM000154,Capricorn Orogen,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/225819.1.pdf,Howard H.M.,sample_id+geochronid,,S,S/Y present (no M),P:3; S:28; Y:1
225947,225947.1,225947.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/225947.1.pdf,DOWNLOADED,OK,STRICT_20COL,17,D:2; I:15,15,2,Y,225947.0,"The analyses are concordant to moderately discordant Letters, v. 26, p. 207–221. (Fig. 3). Two analyses are >5% discordant. The dates Thorne, AM and Trendall, AF 2001, Geology of the Fortescue Group, are unreliable, and are considered not to be geologically Australia, Bulletin 144, 249p. a weighted mean 207Pb*/206Pb* date of 2727 ± 7 Ma is interpreted as the igneous crystallization age of the Wingate, MTD, Fielding, IOH, Lu, Y and Howard, HM 2021, 225947:",,-22.287018,117.851716,HMHHAM000154,Capricorn Orogen,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/225947.1.pdf,Howard H.M.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:2; I:15
226183,226183.1,226183.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/226183.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,68,D:11; S:56; Y:1,57,11,N,226183.0,"The analyses are concordant to strongly discordant The data for combined Groups Y and S indicate significant (Fig. 3). Eleven analyses >1000 Ma are >5% discordant. age components at c. 1817, 1484, 1266, 1161, 1053, 998, Table 1) are unreliable, and are considered not to be approximately 4, 3, 5, 8, 8, 7, 3, 3, 4, and 4 analyses,",,-20.569986,123.25862,LMDNNR212211,Canning Basin,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/226183.1.pdf,Dent L.M.,sample_id+geochronid,,S,S/Y present (no M),D:11; S:56; Y:1
226184,226184.1,226184.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/226184.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,97,D:35; S:61; Y:1,62,35,N,226184.0,"The analyses are concordant to strongly discordant The data for combined Groups Y and S indicate significant discordant. The dates obtained from these 35 analyses 563 Ma, based on contributions from approximately 4, (Group D; Table 1) are unreliable, and are considered not 4, 7, 7, and 5 analyses, respectively (Fig. 5). These are",,-20.569986,123.25862,LMDNNR212212,Canning Basin,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/226184.1.pdf,Dent L.M.,sample_id+geochronid,,S,S/Y present (no M),D:35; S:61; Y:1
226185,226185.1,226185.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/226185.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,81,D:26; S:54; Y:1,55,26,N,226185.0,"the weighted mean 207-corrected 238U/206Pb* date of 589 The analyses are concordant to strongly discordant ± 8 Ma (MSWD = 1.3) for the youngest coherent group of discordant, and one analysis <1000 Ma indicates high 26 analyses (Group D; Table 1) are unreliable, and age components at c. 1576, 1489, 1299, 1183, 1100,",,-20.569986,123.25862,LMDNNR212213,Canning Basin,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/226185.1.pdf,Dent L.M.,sample_id+geochronid,,S,S/Y present (no M),D:26; S:54; Y:1
226186,226186.1,226186.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/226186.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,24,D:6; S:17; Y:1,18,6,N,226186.0,"The analyses are concordant to strongly discordant contributions from approximately 3 analyses (Fig. 5). (Fig. 3). Five analyses >1000 Ma are >5% discordant, This is interpreted as the age of the dominant zircon- (Group D; Table 1) are unreliable, and are considered not have been reworked into this rock.",,-20.569986,123.25862,LMDNNR212214,Canning Basin,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/226186.1.pdf,Dent L.M.,sample_id+geochronid,,S,S/Y present (no M),D:6; S:17; Y:1
