dataset,missing_sample_id,reason
McNaughton Legacy SHRIMP,P2,No IMS point within tolerance
McNaughton Legacy SHRIMP,P3,No IMS point within tolerance
McNaughton Legacy SHRIMP,PAR-12 HANDPICKED#,No IMS point within tolerance
McNaughton Legacy SHRIMP,PAR-12 WT,No IMS point within tolerance
McNaughton Legacy SHRIMP,PD-2,No IMS point within tolerance
McNaughton Legacy SHRIMP,PIT 633 W. WALL,No IMS point within tolerance
McNaughton Legacy SHRIMP,QFP1,No IMS point within tolerance
McNaughton Legacy SHRIMP,R1,No IMS point within tolerance
McNaughton Legacy SHRIMP,R2,No IMS point within tolerance
McNaughton Legacy SHRIMP,RADIO HILL,No IMS point within tolerance
McNaughton Legacy SHRIMP,RM1,No IMS point within tolerance
McNaughton Legacy SHRIMP,RR018,No IMS point within tolerance
McNaughton Legacy SHRIMP,S437,No IMS point within tolerance
McNaughton Legacy SHRIMP,SB390,No IMS point within tolerance
McNaughton Legacy SHRIMP,SD-6,No IMS point within tolerance
McNaughton Legacy SHRIMP,SDA,No IMS point within tolerance
McNaughton Legacy SHRIMP,SDD 303,No IMS point within tolerance
McNaughton Legacy SHRIMP,SHD 13 104-106.5,No IMS point within tolerance
McNaughton Legacy SHRIMP,SHD 13 115.8,No IMS point within tolerance
McNaughton Legacy SHRIMP,SHD 13 309.5-312,No IMS point within tolerance
McNaughton Legacy SHRIMP,SHD 13 386.6-389,No IMS point within tolerance
McNaughton Legacy SHRIMP,SHD-9,No IMS point within tolerance
McNaughton Legacy SHRIMP,SR-01,No IMS point within tolerance
McNaughton Legacy SHRIMP,SSD-6,No IMS point within tolerance
McNaughton Legacy SHRIMP,STEER R III,No IMS point within tolerance
McNaughton Legacy SHRIMP,STEERE R. PICKED,No IMS point within tolerance
McNaughton Legacy SHRIMP,STEERE R. RANDOM,No IMS point within tolerance
McNaughton Legacy SHRIMP,STEERE R.II,No IMS point within tolerance
McNaughton Legacy SHRIMP,TH26,No IMS point within tolerance
McNaughton Legacy SHRIMP,TM01 (MD22),No IMS point within tolerance
McNaughton Legacy SHRIMP,TM01 (MD23),No IMS point within tolerance
McNaughton Legacy SHRIMP,TM02 (MD20),No IMS point within tolerance
McNaughton Legacy SHRIMP,TM02 (MD21),No IMS point within tolerance
McNaughton Legacy SHRIMP,TPD 305 360.5-361.5M,No IMS point within tolerance
McNaughton Legacy SHRIMP,TPD 305 362-363M,No IMS point within tolerance
McNaughton Legacy SHRIMP,TR-01,No IMS point within tolerance
McNaughton Legacy SHRIMP,TR-02,No IMS point within tolerance
McNaughton Legacy SHRIMP,TRE 022,No IMS point within tolerance
McNaughton Legacy SHRIMP,TRE 026,No IMS point within tolerance
McNaughton Legacy SHRIMP,TRE 029,No IMS point within tolerance
McNaughton Legacy SHRIMP,TRE 032,No IMS point within tolerance
McNaughton Legacy SHRIMP,TRE 036,No IMS point within tolerance
McNaughton Legacy SHRIMP,TUQZ3,No IMS point within tolerance
McNaughton Legacy SHRIMP,U514/1A,No IMS point within tolerance
McNaughton Legacy SHRIMP,U911/1A,No IMS point within tolerance
McNaughton Legacy SHRIMP,U919/1,No IMS point within tolerance
McNaughton Legacy SHRIMP,U920/1,No IMS point within tolerance
McNaughton Legacy SHRIMP,U922/1,No IMS point within tolerance
McNaughton Legacy SHRIMP,U928/1,No IMS point within tolerance
McNaughton Legacy SHRIMP,U929/1,No IMS point within tolerance
McNaughton Legacy SHRIMP,U930/1,No IMS point within tolerance
McNaughton Legacy SHRIMP,U931/1,No IMS point within tolerance
McNaughton Legacy SHRIMP,U933/1,No IMS point within tolerance
McNaughton Legacy SHRIMP,U938/1,No IMS point within tolerance
McNaughton Legacy SHRIMP,U955/1,No IMS point within tolerance
McNaughton Legacy SHRIMP,U961/1,No IMS point within tolerance
McNaughton Legacy SHRIMP,VOM 432634,No IMS point within tolerance
McNaughton Legacy SHRIMP,VOM 95 061B,No IMS point within tolerance
McNaughton Legacy SHRIMP,VOM 95 327,No IMS point within tolerance
McNaughton Legacy SHRIMP,VOM 95-031,No IMS point within tolerance
McNaughton Legacy SHRIMP,VOM 95-061A,No IMS point within tolerance
McNaughton Legacy SHRIMP,VOM 95-078,No IMS point within tolerance
McNaughton Legacy SHRIMP,W127,No IMS point within tolerance
McNaughton Legacy SHRIMP,W17,No IMS point within tolerance
McNaughton Legacy SHRIMP,W172,No IMS point within tolerance
McNaughton Legacy SHRIMP,W69,No IMS point within tolerance
McNaughton Legacy SHRIMP,WB 107P,No IMS point within tolerance
McNaughton Legacy SHRIMP,WG 300 MRL,No IMS point within tolerance
McNaughton Legacy SHRIMP,WG 50 NON-MAG,No IMS point within tolerance
McNaughton Legacy SHRIMP,WG-GN,No IMS point within tolerance
McNaughton Legacy SHRIMP,WR012,No IMS point within tolerance
McNaughton Legacy SHRIMP,WW 108,No IMS point within tolerance
McNaughton Legacy SHRIMP,WW12,No IMS point within tolerance
McNaughton Legacy SHRIMP,XTC,No IMS point within tolerance
McNaughton Legacy SHRIMP,YILGANGIE,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ1,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ10,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ11,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ13,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ14,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ17,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ18,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ19,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ2,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ21,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ22,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ3,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ38,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ6,No IMS point within tolerance
McNaughton Legacy SHRIMP,YQ7,No IMS point within tolerance
